,funds,link,location,title
213,"
$0 raised of $5.0M                    ",https://www.gofundme.com/a-year-that-just-wont-stop,"Westerville, OH",Republican told me to leave
214,"
$0 raised of $350,000                    ",https://www.gofundme.com/keep-laura-on-air,"New York, NY",Keep Laura on Air!
215,"
$0 raised of $3,000                    ",https://www.gofundme.com/shs-tars-growth-fund,"Sanger, TX",SHS TARs Growth Fund
216,"
$0 raised of $900,000                    ",https://www.gofundme.com/republican-hip-hop-music,"Spotsylvania, VA",Republican Hip Hop Music
217,"
$0 raised of $50,000                    ",https://www.gofundme.com/republican-app-for-news,"Sanford, NC",Republican  News App
218,"
$0 raised of $50.0M                    ",https://www.gofundme.com/stop-tom-steyer,"Redondo Beach, CA",Stop Tom Steyer
219,"
$0 raised of $1,200                    ",https://www.gofundme.com/paypalmepoolsc8769ymkinh,"Bronx, NY",paypal.me/pools/c/8769YmKinH
220,"
$5,750 raised of $20,000                    ",https://www.gofundme.com/wqwmjwuk,"Leesburg, VA",Chance's Medical & Funeral Expenses
221,"
$200 raised of $400                    ",https://www.gofundme.com/wp4r6m-help-us-bridge-the-gap,"Thompsonville, IL",Help Us Bridge the Gap
222,"
$218,923 raised of $300,000                    ",https://www.gofundme.com/support-anonymous-intelligence-official,"Washington, DC",Help the Intel Community Whistleblowers
223,"
$452,273 raised of $500,000                    ",https://www.gofundme.com/peterstrzok,"Washington, DC",Support for FBI Veteran Pete Strzok
224,"
$488,355 raised of $600,000                    ",https://www.gofundme.com/support-brett-kavanaugh,"Ocean Isle Beach, NC",Brett Kavanaugh's Family
225,"
$11,745 raised of $45,000                    ",https://www.gofundme.com/nm-in-womens-march-on-washington,"Albuquerque, NM",NM in Women's March on Washington
226,"
$32,011 raised of $35,000                    ",https://www.gofundme.com/CleaningGOPMess,"New York, NY",Fighting the Right
227,"
$117,000 raised of $150,000                    ",https://www.gofundme.com/DonSiegelmanFilm,"Atlanta, GA",Don Siegelman Documentary
228,"
$19,610 raised of $50,000                    ",https://www.gofundme.com/prop-2-won-help-truce-defend-voters-and-patients,"Salt Lake City, UT",Save Utah's voter-approved Prop 2 & voter rights!
229,"
$505 raised of $100,000                    ",https://www.gofundme.com/we-stand-with-susan-collins,"Bangor, ME",We Stand With Susan Collins
230,"
$15,157 raised of $20,000                    ",https://www.gofundme.com/dont-forget-to-tip-your-cow,"Los Angeles, CA",Don’t Forget To Tip Your Cow
231,"
$2,197 raised of $4,750                    ",https://www.gofundme.com/mckinley-document-campaign,"Canton, OH",McKinley Document Campaign
232,"
$39,797 raised of $100,000                    ",https://www.gofundme.com/CoreysTRUTHsecured,"Woodland Hills, CA",Coreys TRUTH campaign SECURED
233,"
$574 raised of $250,000                    ",https://www.gofundme.com/we-the-people-will-fight-the-fake-news,"Helotes, TX",We the people will fight the Fake News
234,"
$16,665 raised of $25,000                    ",https://www.gofundme.com/theblekicfamily,"Saint Augustine, FL",The Blekic Family
235,"
$485 raised of $405                    ",https://www.gofundme.com/get-bb-to-minnesota,"Sacramento, CA",Get B.B. to Minnesota
236,"
€12,036 raised of €12,026                    ",https://www.gofundme.com/ara-cambridge,"Sankt Annen, SH, Germany",Ara's Cambridge University Tuition
237,"
$690 raised of $600                    ",https://www.gofundme.com/political-ad,"Maurertown, VA",Political Ad
238,"
$9,822 raised of $100,000                    ",https://www.gofundme.com/mini-aoc-for-st-jude039s-children039s-hospital,"Lake Forest, CA",Mini AOC for St. Jude's Children's Hospital
239,"
$57,162 raised of $300,000                    ",https://www.gofundme.com/women-support-christine-blasey-ford,"Bainbridge Island, WA",We Believe Her
240,"
$20,835 raised of $110,000                    ",https://www.gofundme.com/vegan-justice-league-lobbying-group,"Tulsa, OK",Vegan Justice League Lobbying Group
241,"
$7,620 raised of $10,000                    ",https://www.gofundme.com/stopthespraying,"Oxford, GA",Stop the Spraying Awareness-Raising
242,"
$15,750 raised of $10,000                    ",https://www.gofundme.com/unseal-the-deals,"Mission Viejo, CA",Unseal the Deals!
243,"
$445 raised of $2,020                    ",https://www.gofundme.com/support-pres-trump-maga-rally-in-st-george,"Saint George, UT",Support Pres. Trump MAGA Rally in St. George!
244,"
$3,136 raised of $15,000                    ",https://www.gofundme.com/36-days-with-maryana,"Eugene, OR",36 Days with Mariana
245,"
$38,105 raised of $36,000                    ",https://www.gofundme.com/sutton-strong,"Allison Park, PA",Scott's Cancer Treatment
246,"
$10,840 raised of $16,000                    ",https://www.gofundme.com/montana-together,"Belgrade, MT",Montana Together
247,"
$10,340 raised of $45,000                    ",https://www.gofundme.com/build-45,"San Juan, PR",Build 45!
248,"
$64,689 raised of $85,000                    ",https://www.gofundme.com/everything-trump-touches-dies-film,"Tallahassee, FL",Everything Trump Touches Dies Film
249,"
$13,803 raised of $15,000                    ",https://www.gofundme.com/alt-white-house-easter-egg-2019,"Sykesville, MD",Alt White House Easter Egg 2019
250,"
$210 raised of $10,000                    ",https://www.gofundme.com/welcome-to-gilead-billboards,"Daphne, AL",Welcome to Gilead billboards
251,"
$4,610 raised of $75,000                    ",https://www.gofundme.com/Globalhealthmedicalmission,"Miami, FL",Global Health Medical Mission
252,"
$6,310 raised of $25,000                    ",https://www.gofundme.com/dc-project,"Tulsa, OK",D.C. Project
253,"
$1,510 raised of $2,000                    ",https://www.gofundme.com/4irvc00,"Philadelphia, PA",2nd Annual PYRs Back2School Drive
254,"
$1,362 raised of $1,800                    ",https://www.gofundme.com/women039s-campaign-school-at-yale-tuition,"Arlington, VA",Women's Campaign School at Yale Tuition
255,"
$36,856 raised of $100,000                    ",https://www.gofundme.com/rombachfamily,"Marblehead, MA",Rombach Family Recovery Fund
256,"
$11,977 raised of $100,000                    ",https://www.gofundme.com/savethetappanzee,"Port Chester, NY",Save OUR Tappan Zee
257,"
$2,570 raised of $250,000                    ",https://www.gofundme.com/belhaven,"Belhaven, NC","Belhaven, NC Hospital"
258,"
$3,000 raised of $6,000                    ",https://www.gofundme.com/arisha-bartkevich-motor-alalia,"San Jose, CA",Help Arisha Start Talking
259,"
$1,242 raised of $2,198                    ",https://www.gofundme.com/bring-crybaby-donny-to-cruz-rally,"Houston, TX",Bring Crybaby Donny to Cruz Rally
260,"
$25,550 raised of $50,000                    ",https://www.gofundme.com/2b2twszf,"Alexandria, VA",Mike Flynn Family Fund
261,"
$2,155 raised of $10,000                    ",https://www.gofundme.com/sbalich,"Orland Park, IL",Steve Balich For Will County Board
262,"
$5,152 raised of $51,001                    ",https://www.gofundme.com/buy-back-rob-portman,"Columbus, OH",Buy Back Rob Portman
263,"
$210 raised of $50                    ",https://www.gofundme.com/get-me-a-new-dang-trump-cutout,"Garden City, ID",Get me a new dang Trump cut-out!
264,"
$3,000 raised of $3,000                    ",https://www.gofundme.com/christmas-blessings-shared,"Waukegan, IL",Christmas Blessings Shared
265,"
$3,021 raised of $5,000                    ",https://www.gofundme.com/stroke-has-left-me-in-need-of-your-help,"Los Angeles, CA",Stroke has left me in need of your help
266,"
€3,245 raised of €3,000                    ",https://www.gofundme.com/muromachi-period-samurai-armour,"Palermo, SC, Italy",Armor up! Samurai/Roman/Crusader
267,"
$15,501 raised of $15,000                    ",https://www.gofundme.com/protectourchildrenegg2017,"Sykesville, MD",Protect Our Children Easter Egg
268,"
$12,200 raised of $15,000                    ",https://www.gofundme.com/makala039s-fight,"Breinigsville, PA",Makala's Fight
269,"
$666 raised of $666                    ",https://www.gofundme.com/Senate-Sins,"San Francisco, CA",Sins of the Senate
270,"
$30,000 raised of $30,000                    ",https://www.gofundme.com/TheSociopath,"Charlotte, NC",The Sociopath
271,"
$4,861 raised of $1.0B                    ",https://www.gofundme.com/save-ct-from-the-government,"Milford, CT",Gov's Gotta Go!
272,"
$3,821 raised of $25,000                    ",https://www.gofundme.com/eapen-thampy-legal-defense-fund,"Kansas City, MO",Eapen Thampy Legal Defense Fund
273,"
$6,000 raised of $12,000                    ",https://www.gofundme.com/terencemckennaarchives,"Goleta, CA",The Terence McKenna Archives
274,"
$11,133 raised of $68,000                    ",https://www.gofundme.com/helpthevancefamilykeeptheirhome,"Tulsa, OK",Help Vance Family keep their home
275,"
$10,195 raised of $20,000                    ",https://www.gofundme.com/tom-sirard-memorial-fund,"Enfield, CT",For the Family of Tom Sirard
276,"
$5,755 raised of $5,500                    ",https://www.gofundme.com/RNCGatheringEpic,"Marietta, GA",Nathan's Gathering & RNC adventure!
277,"
$47,771 raised of $50,000                    ",https://www.gofundme.com/lastchancestoptrump,"Washington, DC",DEFEND DEMOCRACY. STOP TRUMP.
278,"
$6,060 raised of $10,000                    ",https://www.gofundme.com/2cn8pmk,"Castle Rock, CO",#VoteYourConscience
279,"
$1,000 raised of $15,000                    ",https://www.gofundme.com/the-revolution-televised-2-documentary,"Diamond Bar, CA",The Revolution Televised  2 Documentary
280,"
$2,118 raised of $4,000                    ",https://www.gofundme.com/4evwtr-drain-the-swamp,"Whitehouse Station, NJ",Drain The Swamp
281,"
$15,828 raised of $15,000                    ",https://www.gofundme.com/altWhiteHouseEasteregg,"Sykesville, MD",Alt White House Easter Egg 2018
282,"
$1,550 raised of $5,000                    ",https://www.gofundme.com/archiveraiding,"Amesbury, MA",#TrumpRussia archive raiding
283,"
$3,911 raised of $4,000                    ",https://www.gofundme.com/def-con-26-election-security,"Brooklyn, NY",DEF CON 26 - Election Security
284,"
$5,666 raised of $5,000                    ",https://www.gofundme.com/45qg9cw,"Somerset, MA",Tucker Keene Memorial Fund
285,"
$30,906 raised of $100,000                    ",https://www.gofundme.com/1812Homestead,"Willsboro, NY",1812 Homestead Fundraiser
286,"
$14,088 raised of $20,000                    ",https://www.gofundme.com/robcressen,"Shrewsbury, NJ",Support for Rob Cressen
287,"
$1,630 raised of $2,500                    ",https://www.gofundme.com/build-the-wall-10-feet-higher,"Moscow, ID",Build The Wall: 10 Feet Higher
288,"
$3,395 raised of $5,500                    ",https://www.gofundme.com/red-state-postcard-project,"Brooklyn, NY",Six Degrees of Resistance POSTCARDS
289,"
$8,805 raised of $10,000                    ",https://www.gofundme.com/ken-kearns-medical-fundraiser,"Lexington, KY",Ken Kearns Medical Fundraiser
290,"
$1,305 raised of $1,500                    ",https://www.gofundme.com/dnc-watch-summer-2019,"Edmond, WV",DNC Watch - Summer 2019
291,"
$9,206 raised of $50,000                    ",https://www.gofundme.com/Trump2020Trumpunitybridgetour,"Livonia, MI",TRUMP 2020  TRUMP UNITY BRIDGE TOUR
292,"
$3,444 raised of $10,000                    ",https://www.gofundme.com/rest-in-peace-parmjit-singh,"Tracy, CA",Rest in Peace Parmjit Singh
293,"
$3,145 raised of $3,000                    ",https://www.gofundme.com/couragecampaign,"Sunnyside, NY",Call for Courage
294,"
$2,540 raised of $3,000                    ",https://www.gofundme.com/block-bronx-bolshevik,"Bronx, NY",Block Bronx Bolshevik
295,"
$435 raised of $250.0M                    ",https://www.gofundme.com/heathcare-for-devin-nunes039-cow,"Woodacre, CA",COW-mprehensive Heath Care for Devin Nunes' Cow
296,"
$1,976 raised of $5,000                    ",https://www.gofundme.com/w8e89-help-me-study-at-university-of-minnesota,"Washington, DC",Help me study at University of Minnesota
297,"
$2,230 raised of $3,900                    ",https://www.gofundme.com/ErikJill2016,"Chico, CA",Jill2016 Volunteer Coordinator CA
298,"
$1,831 raised of $200,000                    ",https://www.gofundme.com/support-joe-arpaio-in-nyt-lawsuit,"Beverly Hills, CA",SUPPORT ARPAIO NY TIMES TAKEDOWN!
299,"
$2,592 raised of $10,000                    ",https://www.gofundme.com/stand-up-to-trump,"Woodland Hills, CA",Help Stand Up to Donald Trump
300,"
$8,475 raised of $12,000                    ",https://www.gofundme.com/khalilkirkland,"Jacksonville, NC",JUSTICE Khalil & Carl Families
301,"
$5,159 raised of $13,000                    ",https://www.gofundme.com/we-go-high,"Hamilton, NY",We Go High
302,"
$2,840 raised of $10,000                    ",https://www.gofundme.com/dellaquila-family-memorialsupport-fund,"Runnemede, NJ",Dellaquila Family Memorial/Support Fund
303,"
$1,310 raised of $10,000                    ",https://www.gofundme.com/dana-jill-simpson,"Rainsville, AL",Dana Jill Simpson
304,"
$2,000 raised of $2,000                    ",https://www.gofundme.com/ArkansasBerniecrat,"Batesville, AR",Help Send Ark Berniecrat to the DNC
305,"
$6,902 raised of $6,000                    ",https://www.gofundme.com/meyers-for-us-senate,"Saint George, UT",Meyers for US Senate
306,"
$1,564 raised of $2,500                    ",https://www.gofundme.com/hangers-for-humanity,"New York, NY",Hangers for Humanity
307,"
$600 raised of $12,000                    ",https://www.gofundme.com/kv7vwn-my-journey,"Webster, New Hampshire",My journey
308,"
$1,649 raised of $15,000                    ",https://www.gofundme.com/hope-murals-for-social-change,"Phoenix, AZ",Hope - Murals for Social Change
309,"
$1,486 raised of $100,000                    ",https://www.gofundme.com/Fl-Citizens--Right-To-Petition-Legal-Defense-Fund,"Ocala, FL",FL CITIZENS RIGHT TO  PETITION  Legal Defense Fund
310,"
$2,925 raised of $5,000                    ",https://www.gofundme.com/over-the-border-under-the-bridge,"Glenshaw, PA","Over the Border, Under the Bridge"
311,"
$10,560 raised of $10,000                    ",https://www.gofundme.com/marchfortruthchi,"Chicago, IL",March for Truth Chicago
312,"
$3,046 raised of $10,000                    ",https://www.gofundme.com/a-grassroots-superpac,"South Burlington, VT",A Grassroots SuperPAC
313,"
$2,500 raised of $2,500                    ",https://www.gofundme.com/2a97gqs,"Shawnee, KS",Sarah Parrish Bernie Delegate
314,"
$2,835 raised of $4,000                    ",https://www.gofundme.com/not-one-more-generation,"Powhatan, VA",Not One More GenERAtion
315,"
$810 raised of $75,000                    ",https://www.gofundme.com/create-the-democrat-dossier,"Lakehead, CA",Create The Democrat Dossier
316,"
$1,805 raised of $40,000                    ",https://www.gofundme.com/mother039s-liver-transplant,"Des Plaines, IL",Help needed for Mother's Liver Transplant
317,"
$1,310 raised of $14,000                    ",https://www.gofundme.com/artyom-kosyan-UChicago-tuition, ,University of Chicago | Tuition
318,"
$6,390 raised of $6,500                    ",https://www.gofundme.com/2azb8mk,"Cleveland, OH",Comixcast from the RNC in Cleveland
319,"
$2,631 raised of $4,150                    ",https://www.gofundme.com/john-parker-socialist-4-us-senate,"Los Angeles, CA",Socialist John Parker 4 U.S. Senate
320,"
$3,418 raised of $4,250                    ",https://www.gofundme.com/jrmarjefferson,"Elk Grove, CA",Leave No Delegate Behind.
321,"
$2,050 raised of $2,050                    ",https://www.gofundme.com/dreamers-to-dc,"Saint Paul, MN",Dreamers to D.C.
322,"
$5,775 raised of $15,000                    ",https://www.gofundme.com/OMalleyTheMovie,"Los Angeles, CA",O'MALLEY - A USC MFA Thesis Film
323,"
$11,665 raised of $40,000                    ",https://www.gofundme.com/standforcorey,"Brownsburg, IN",Polen Family battles ALS
324,"
$3,842 raised of $5,000                    ",https://www.gofundme.com/inauguration2,"New York, NY",Inauguration Week 2017
325,"
$4,115 raised of $100,000                    ",https://www.gofundme.com/ShowMeTheVotes,"Wichita, KS",Show Me The Votes - Beth Clarkson
326,"
$2,750 raised of $2,800                    ",https://www.gofundme.com/marcperez4tedcruz,"Puyallup, WA",RNC Convention 4 Cruz by Marc Perez
327,"
$3,720 raised of $3,400                    ",https://www.gofundme.com/fund-milo-at-unm,"Albuquerque, NM",Fund MILO at UNM
328,"
$1,793 raised of $500,000                    ",https://www.gofundme.com/political-awareness-of-bernie-sanders,"Bronx, NY",Political Awareness of Bernie Sanders
329,"
$2,815 raised of $4,000                    ",https://www.gofundme.com/winning-the-midterms,"Damariscotta, ME",Winning the midterms
330,"
$10,576 raised of $10,000                    ",https://www.gofundme.com/families-belong-together-washington,"Seattle, WA",Families Belong Together WASHINGTON
331,"
$1,630 raised of $5,000                    ",https://www.gofundme.com/relocating-to-resist-fund,"Austin, TX",Relocating to #Resist Fund
332,"
$4,835 raised of $100,000                    ",https://www.gofundme.com/laryngeal-cancer-requires-surgery,"Cartersville, GA",Laryngeal Cancer requires Surgery !
333,"
$3,200 raised of $3,190                    ",https://www.gofundme.com/zs2a4cp4,"Chicago, IL","unemployed, job hunting, need  help"
334,"
$4,580 raised of $10,000                    ",https://www.gofundme.com/funny-ha-ha,"Brooklyn, NY",Let's Make a Memoir!
335,"
$4,668 raised of $30,000                    ",https://www.gofundme.com/politicsanotherperspective,"Silver Spring, MD",Politics Another Perspective
336,"
$4,305 raised of $4,000                    ",https://www.gofundme.com/kids-politics-dont-mix,"Portland, OR",Kids & Politics don't mix
337,"
$5,319 raised of $300,000                    ",https://www.gofundme.com/troen-for-congress-2020-florida-district-10,"Ocoee, FL",Troen for Congress 2020 Florida District 10
338,"
$1,970 raised of $3,600                    ",https://www.gofundme.com/dashboard-268ehvng,"Stanwood, WA","Elected as Cruz Delegate, WA State"
339,"
$10,678 raised of $150,000                    ",https://www.gofundme.com/save-the-soap-let039s-help-buy-that-building-back,"Minneapolis, MN",SAVE THE SOAP! Let's help buy that building back.
340,"
$2,500 raised of $2,500                    ",https://www.gofundme.com/25m2mc84,"Anacortes, WA",Tim's Journey to the DNCC
341,"
$1,725 raised of $5,000                    ",https://www.gofundme.com/steventocleveland,"Albuquerque, NM",Time To Take a Stand in Cleveland !
342,"
$600 raised of $600                    ",https://www.gofundme.com/send-reid-publishing-to-the-state-convention,"Tulsa, OK",Send Remnant Rising to State Convention
343,"
$1,230 raised of $10,000                    ",https://www.gofundme.com/let-nelson-stay,"Philadelphia, PA",Let Nelson Stay
344,"
$6,127 raised of $15,000                    ",https://www.gofundme.com/secret-guerrilla-theater-fun,"Los Angeles, CA",Secret Guerrilla Theater Fun
345,"
$1,005 raised of $2,804                    ",https://www.gofundme.com/help-everyone-vote,"Philadelphia, PA",Help Everyone Vote
346,"
$8,118 raised of $10,000                    ",https://www.gofundme.com/WashingtonBabylon,"Washington, DC",WashingtonBabylon.com
347,"
$5,195 raised of $10,000                    ",https://www.gofundme.com/BobVTN4G,"Waterbury, CT",Bob Veillette: #TakeNothing4Granted
348,"
$1,571 raised of $1,500                    ",https://www.gofundme.com/peter-douche-parody-site,"West Sacramento, CA",DoucheLeaks - Media Parody Site
349,"
$3,190 raised of $3,000                    ",https://www.gofundme.com/mary-jane-irwin-o039donovan-rossa-doc,"Brooklyn, NY",MARY JANE IRWIN O'DONOVAN ROSSA DOC
350,"
$1,600 raised of $30,000                    ",https://www.gofundme.com/fred-gattuso-for-mayor-fund,"Carteret, NJ",Fred Gattuso for Mayor
351,"
$4,174 raised of $5,000                    ",https://www.gofundme.com/v8gumh78,"Dallas, TX",Joshua Rojas accident fund
352,"
$12,938 raised of $35,000                    ",https://www.gofundme.com/help-sandra-meyer-with-medical-expenses-for-dan,"Loveland, CO",Help Sandra Meyer with medical expenses for Dan.
353,"
$2,570 raised of $3,900                    ",https://www.gofundme.com/2d6mvn7w,"Milwaukee, WI",New Book on Gay Men & Their Fathers
354,"
$3,202 raised of $4,430                    ",https://www.gofundme.com/invest-in-your-democracy,"Haydenville, MA",Save Our Democracy!
355,"
$1,775 raised of $1,500                    ",https://www.gofundme.com/4b-march-on-washington-hope-college,"Zeeland, MI","March on Washington, Hope College"
356,"
$8,200 raised of $25,000                    ",https://www.gofundme.com/jeff-hower-family-memorial-fund,"Central City, NE",Jeff Hower Family Memorial Fund
357,"
$640 raised of $1,500                    ",https://www.gofundme.com/help-tatiana-fight-fascism,"Fort Lee, NJ",Help Tatiana Fight Fascism!
358,"
$3,961 raised of $4,500                    ",https://www.gofundme.com/restore-felon-voting-rights-in-fl,"Louisa, VA",Restore Felon Voting Rights in FL
359,"
$1,802 raised of $50,000                    ",https://www.gofundme.com/BuyBackOurSenator,"Aurora, CO",Buy CO Senator Cory Gardner's vote!
360,"
$85 raised of $5,000                    ",https://www.gofundme.com/20doug20,"Columbus, GA",20DOUG20
361,"
$13,580 raised of $20,000                    ",https://www.gofundme.com/ConstructingOurFuture,"Indianapolis, IN",Constructing Our Future
362,"
$8,589 raised of $25,000                    ",https://www.gofundme.com/future-of-gun-safety-david,"Houston, TX",Future of Gun Safety - David's College Fund
363,"
$3,932 raised of $10,000                    ",https://www.gofundme.com/Searching-for-Occupy,"Austin, TX",Searching for Occupy
364,"
$710 raised of $5,000                    ",https://www.gofundme.com/precedent-pilot-project,"Woodland Hills, CA",PRECEDENT PILOT PROJECT
365,"
$1,654 raised of $1,634                    ",https://www.gofundme.com/updegrove,"Duluth, MN",Gov't Teacher and Bernie Delegate
366,"
$1,155 raised of $1,092                    ",https://www.gofundme.com/democrats-abroad-voting-workshop-1019costa-rica,"Chapala Centro, JAL","Trip to Attend Voting Workshop, Costa Rica"
367,"
$1,950 raised of $2,600                    ",https://www.gofundme.com/antifafestus,"Miami, FL",Antifascist Festival in the U.S.
368,"
$2,832 raised of $10,000                    ",https://www.gofundme.com/help-adam-bring-attention-to-grifters,"Harrisburg, PA",Help Adam Bring Attention To Grifters
369,"
£1,670 raised of £2,000                    ",https://www.gofundme.com/27z22ydg, ,Tams Repatriation
370,"
$1,046 raised of $1,000                    ",https://www.gofundme.com/hu-cs-kickback,"Washington, DC",HU CS Kickback
371,"
$2,145 raised of $2,000                    ",https://www.gofundme.com/aaronflipstexas,"Oakland, CA",Turn Texas Blue
372,"
$5,676 raised of $10,000                    ",https://www.gofundme.com/rugged-run-to-battle-opioid-overdose,"Springfield, MA",Rugged Recovery Run To Battle Opioid Overdose
373,"
$2,563 raised of $3,000                    ",https://www.gofundme.com/6w8z5g-support-third-party-ballot-access,"San Francisco, CA",Support Third Party Ballot Access!
374,"
$8,015 raised of $6,000                    ",https://www.gofundme.com/chris039-ugandan-human-rights-mission,"Whitman, MA",Chris’ Ugandan Human Rights Mission
375,"
$2,020 raised of $3,503                    ",https://www.gofundme.com/kellycampaignschool,"Round Rock, TX",Kelly Darby Campaign School
376,"
$4,115 raised of $7,500                    ",https://www.gofundme.com/REST-in-Philly,"Philadelphia, PA",REST in Philly
377,"
$2,352 raised of $5,000                    ",https://www.gofundme.com/swingleft-chicago,"Chicago, IL",Swing Left Chicago
378,"
$100 raised of $150                    ",https://www.gofundme.com/tomb-of-the-unknown-soldier-wreath,"Benson, NC",Tomb of the Unknown Soldier Wreath
379,"
$2,376 raised of $1,500                    ",https://www.gofundme.com/simon8,"Pittsburgh, PA",Simon's birthday fundraiser: 412FR
380,"
$9,777 raised of $15,000                    ",https://www.gofundme.com/johnpfeilseason,"New York, NY",#JohnPfeilSeason
381,"
$1,445 raised of $25,000                    ",https://www.gofundme.com/4ex5k-troy-worden-legal-defense-fund,"Berkeley, CA",Troy Worden Legal Defense Fund
382,"
$3,610 raised of $3,000                    ",https://www.gofundme.com/29ssj5g,"Burbank, CA",So Cal Phoenix Project Pro 2A Rally
383,"
$5,967 raised of $50,000                    ",https://www.gofundme.com/2jkyjjw,"Waukesha, WI",Helping Pastor Joe #RIPREVJAM
384,"
$3,480 raised of $25,200                    ",https://www.gofundme.com/kickasspolitics,"Pasadena, CA",KickAss Politics podcast
385,"
$5,173 raised of $5,000                    ",https://www.gofundme.com/river-swim-to-rage-against-cancer,"Minneapolis, MN",River Swim for Cancer Research
386,"
$2,610 raised of $2,500                    ",https://www.gofundme.com/jvxbp3qs,"Katy, TX",Fishie for National Delegate
387,"
$7,441 raised of $15,000                    ",https://www.gofundme.com/a93tk8,"New York, NY",Medical Expenses for Jane
388,"
$10,975 raised of $8,375                    ",https://www.gofundme.com/2bmsphpw,"Littleton, CO",Keep A Disabled Vet In His Home
389,"
$2,485 raised of $4,000                    ",https://www.gofundme.com/yvonnedeanbailey,"Northwood, NH",Yvonne Dean-Bailey for State Rep
390,"
$6,533 raised of $5,000                    ",https://www.gofundme.com/11jcn8,"Berkeley, CA",send Mindful Leaders to RNC & DNC
391,"
$3,000 raised of $3,000                    ",https://www.gofundme.com/GetJeffToCleveland,"Portland, OR",Get me to the convention!
392,"
$2,635 raised of $10,000                    ",https://www.gofundme.com/charlotte-uprising-documentary-2vq7cs4,"Charlotte, NC",Charlotte UprisingDocumentary
393,"
$2,386 raised of $55.0M                    ",https://www.gofundme.com/FixFlintsWater,"Savannah, GA",We The People Will Fix The Flint Water Crisis
394,"
$3,105 raised of $5,000                    ",https://www.gofundme.com/help-bill-join-ok-bar-assn, ,Help Bill Join OK Bar Assn.
395,"
$3,704 raised of $5,000                    ",https://www.gofundme.com/jenetoDNC,"Colorado Springs, CO",Send Delegate Jene' to Philly DNC
396,"
$2,000 raised of $2,500                    ",https://www.gofundme.com/gift-for-ron-fox,"Snohomish, WA",Buy Back Ron's old Momento
397,"
$2,307 raised of $50,000                    ",https://www.gofundme.com/FreeBernieDVD,"San Francisco, CA",Mass-produce FreeBernieDVD in CA NJ
398,"
$830 raised of $2,500                    ",https://www.gofundme.com/please-help-volunteercontribute-more-efficiently,"Toledo, OH",Please help Andy contribute more efficiently 2019
399,"
$2,150 raised of $25,000                    ",https://www.gofundme.com/chris-kolski-memorial,"Anaheim, CA",Chris Kolski Memorial
400,"
$8,140 raised of $7,000                    ",https://www.gofundme.com/protest-in-dc-without-traveling-there,"Palo Alto, CA",Protest in DC without traveling there!
401,"
$1,640 raised of $1,530                    ",https://www.gofundme.com/antitrumpad,"Fair Lawn, NJ",Let's Run an Anti-Trump Ad
402,"
$11,780 raised of $15,000                    ",https://www.gofundme.com/DadBrainTumor,"Redondo Beach, CA",UPDATE-Brain Tumor Medical Cost
403,"
$1,540 raised of $10,000                    ",https://www.gofundme.com/the-james-connolly-social-club,"Troy, NY",The James Connolly Social Club
404,"
$3,700 raised of $10,000                    ",https://www.gofundme.com/2d48ru4,"Maryville, TN",Muslims 4 Liberty National Outreach
405,"
$540 raised of $10,000                    ",https://www.gofundme.com/heather-and-trahern039s-miracle-ivf-fund,"Melfa, VA",Heather and Trahern's Miracle IVF Fund
406,"
$1,187 raised of $10,000                    ",https://www.gofundme.com/fight-facebook-censorship,"Atlanta, GA",Fight Facebook Censorship
407,"
$1,646 raised of $5,000                    ",https://www.gofundme.com/sbuqh68c,"Lakeland, FL",**Project Write-In Bernie Sanders**
408,"
$1,545 raised of $2,000                    ",https://www.gofundme.com/vote-indiana-register-5-campaign,"Indianapolis, IN",Vote Indiana - Register 5 Campaign
409,"
$2,207 raised of $5,000                    ",https://www.gofundme.com/RNCMedics,"Stevensville, MT",Rustbelt Street Medics RNC Response
410,"
$2,595 raised of $2,500                    ",https://www.gofundme.com/VP2020,"Williston, FL",Voter Protection 2020: MAKE EVERY VOTE COUNT
411,"
$365 raised of $100,000                    ",https://www.gofundme.com/resistance-media-legal-fees,"Falls Church, VA",Mike Stark's Resistance Media Legal Costs
412,"
$3,153 raised of $9,500                    ",https://www.gofundme.com/support-truthdig039s-coverage-at-the-usmex-border,"Santa Monica, CA",Support Truthdig's Coverage at the U.S.-Mex Border
413,"
$1,603 raised of $10,000                    ",https://www.gofundme.com/4-dimensions-one-body-music-video,"New York, NY",4 Dimensions [Music Video]
414,"
$1,915 raised of $20,000                    ",https://www.gofundme.com/ip2xb4,"Austin, TX",Freedom comes with a price?
415,"
$1,575 raised of $5,000                    ",https://www.gofundme.com/lindaandlarrytogether,"Washington, DC",Linda & Larry Drain (Love Reunited)
416,"
$2,768 raised of $5,000                    ",https://www.gofundme.com/253er3zw,"Seattle, WA",Chad to Philadelphia for Bernie
417,"
$2,649 raised of $6,000                    ",https://www.gofundme.com/lawson2016,"Tampa, FL",Lawson For Commission Campaign
418,"
$4,460 raised of $5,000                    ",https://www.gofundme.com/eikekrebs,"Saint Joseph, MI",Eike Krebs Memorial Fund
419,"
$5,852 raised of $20,000                    ",https://www.gofundme.com/SaveOurAngel,"Seattle, WA",Save Our Angel! Angel's Shoe Repair
420,"
$480 raised of $30,000                    ",https://www.gofundme.com/scottsproject,"Hastings, MI",Scottsproject-BlueWave2020
