Unnamed: 0,created_date,goal_int,link,location,raised_int,state,summary,tag,title,year,month,weekday_name
537,"June 5, 2016",4000.0,https://www.gofundme.com/waynetornc,"Portland, OR",2985.0,OR,"I am donating my time to represent Oregonians at the Republican National Convention, to be a voice of reason and clarity. Please partner with me by donating and help me cover the cost of the flight and hotel.",rep,Wayne Trosino to the RNC Convention,2016,6,Sunday
538,"May 31, 2016",2500.0,https://www.gofundme.com/274srg44,"Ruckersville, VA",1725.0,VA,"Hello!  My name is Ole Rodland. This fund is to support my wife, Nancy Rodland's, GOP's National Convention elected delegate responsibilities. She has successfully campaigned for 8 months at her own expense, throughout the 5th Congressional District of Virginia, the size of New Jersey,  meeting a...",rep,MAKE A CHANGE TOGETHER IN CLEVELAND,2016,5,Tuesday
539,"February 8, 2016",4000.0,https://www.gofundme.com/jvgjkn64,"Ashland, VA",2765.0,VA,"Hi, my name is Jason Chavez. I am from Tucson, Arizona and I currently live in Richmond, Virginia where I am a student at John Tyler Community College. I expect to graduate with my Associate of Science degree in General Studies in the summer of 2016. Upon graduation, I hope to continue my educati...",rep,Ireland Study Abroad Trip,2016,2,Monday
540,"July 25, 2016",5000.0,https://www.gofundme.com/2016Mk5k,"Council Grove, KS",2135.0,KS,"The Mother K 5K raises scholarship funds in memory of Katie Buchanan Gant and is organized by her many family and friends in her honor.  Katie died in a car crash in Coffey County in 2011, and the race/walk has been held each September since, on or near her birthday.  This year the race will be h...",rep,2016 Katie Gant Scholarship Fund,2016,7,Monday
541,"July 20, 2018",900.0,https://www.gofundme.com/project-lifesaver-for-marian-miles,"Rich Square, NC",360.0,NC,"The PLI-1000  As many of you know, Mama has Alzheimer's. Now in the throes of the moderate stage, the wandering has begun, from getting up in the middle of the night, to trying to get into strangers vehicles. It is never a dull moment. Since Howard's injury, I find myself working four part-time j...",rep,Project Lifesaver for Marian Miles,2018,7,Friday
542,"June 15, 2019",850.0,https://www.gofundme.com/sendMeToDSANationalConventionInAtlanta,"Fresno, CA",140.0,CA,"Hi! I'm Mayaprimavera Flores, AKA Maya Z, and I was elected by DSA Fresno to attend the Democratic Socialists of America's national convention in Atlanta, Georgia! Sadly, I'm underemployed and have barely enough money to buy food and pay rent, and I need to raise funds so I can travel from Fresno...",rep,Help Me Go To DSA's National Convention in Atlanta,2019,6,Saturday
543,"May 21, 2018",4000.0,https://www.gofundme.com/RasmussenFlorida,"Asbury Park, NJ",3645.0,NJ,Thanks again for your participation! The Florida Senate horse race numbers have been released and are fully open to the public! Read them here:  https://bit.ly/2NCzBt7   Results from the Florida Governor's race are also available: https://bit.ly/2NawI32   The goal has now been raised for a 2nd po...,rep,2018 Florida Midterm Elections,2018,5,Monday
544,"June 25, 2018",1600.0,https://www.gofundme.com/y2b5e5-dominican-republic-medical-mission,"Philadelphia, PA",860.0,PA,summary was NoneType,rep,Dominican Republic Medical Mission,2018,6,Monday
545,"January 13, 2019",5000.0,https://www.gofundme.com/help-get-cfcr-to-cpac,"Denver, CO",600.0,CO,"The Colorado Federation of College Republicans (CFCR) are ready to take on CPAC 2019!   With many eager conservative students ready to travel to National Harbor to hear from conservative speakers from all across the country, we need your help to make it possible.   CPAC is such a unique opportuni...",rep,Help Get CFCR to CPAC!,2019,1,Sunday
546,"January 16, 2019",10000.0,https://www.gofundme.com/ccl-conservative-ca-travelship,"Berkeley, CA",7116.0,CA,"2019 D.C. Conference  Conservative CA Travelships for attendance at the 2019 Citizens’ Climate Lobby Washington, D.C. Conference/Lobby Day   $1,000 per student (number of scholarships available determined by donations)  See Application Process Here.   Here is an article about last year's successf...",rep,CCL Inland CA Student Travelship,2019,1,Wednesday
548,"October 20, 2018",1000.0,https://www.gofundme.com/dnc-watch-puerto-rico,"Edmond, WV",462.0,WV,"Let's talk about transparency in the Democratic Party. Two important DNC Committees are meeting in Puerto Rico in a few weeks - the DNC Rules and Bylaws Committee and the DNC Executive Committee.  What will happen at these ""public"" meetings?  The only way to know is to: A.  Attend the meeting you...",rep,DNC Watch - Puerto Rico Livestream,2018,10,Saturday
549,"December 6, 2017",3000.0,https://www.gofundme.com/24d26-boycott-la-weekly,"Los Angeles, CA",1290.0,CA,"http://boycottlaweekly.com LA Weekly, once the nation’s premiere alternative newspaper, was purchased and immediately gutted by its new owners, Semanal Media, who have replaced a portion of the editorial board with staff from the OC Register. A shadowy consortium of conservatives from Orange Coun...",rep,Boycott L.A. Weekly,2017,12,Wednesday
550,"August 1, 2018",48000.0,https://www.gofundme.com/save-america-from-fake-news,"Eugene, OR",1710.0,OR,"""Nothing in life is more liberating than to fight for a cause larger than yourself!"" John McCain (RIP)  1. How will all Americans benefit from ONM?  Hi! I'm Morgan from Oregon. I'm a father of two, and I have an MBA and a Minor in Computers. Below are my short answers to your 5 most burning quest...",rep,Save  America  from  FAKE  NEWS !,2018,8,Wednesday
552,"September 30, 2016",3000.0,https://www.gofundme.com/2s4454fg,"Ahoskie, NC",1500.0,NC,"As many are aware, the Town of Windsor suffered significant damage from Tropical Storm Julia--devastating flooding with major loss of property.  Ms. Brenda Frick, a member of Republican Baptist Church of Windsor is one of those affected by the flooding.  A widow who lives alone, her family has no...",rep,Flood Recovery for Brenda Frick,2016,9,Friday
554,"August 25, 2016",250000.0,https://www.gofundme.com/urbanvoters,"Dallas, TX",7225.0,TX,"The donations will be used to travel across the country visting Barber Shops and holding Community Forums within Urban Communities in Swing States. These segments are called SHOP TALK. Individuals will be educated on their poverty, crime and unemployment rates under Democrat leadership and asked...",rep,SHOP TALK WITH  URBAN VOTERS,2016,8,Thursday
555,"July 18, 2018",2000.0,https://www.gofundme.com/emergency-emigration-costs,"Hamilton, NJ",765.0,NJ,"I'm Misty, a transgender woman living in the US who has the good fortune of having become an Irish citizen by descent recently - therefore I'm now a dual national.  I started the process of becoming an Irish citizen in 2016 when Donald Trump won the Republican primary, and just in the past few we...",rep,Emergency emigration costs,2018,7,Wednesday
556,"July 15, 2016",4000.0,https://www.gofundme.com/2eeqhky8,"North Troy, VT",510.0,VT,"2018 is the year we take a Senate Seat and turn it into a Productive Seat.   After seeing what went on during 2016, it became obvious that both the Republican and Democratic parties are a mess.  That being said I am now an American Independent running in the Democratic primary and an Independent...",rep,Ron Horton for State Senate,2016,7,Friday
557,"February 28, 2017",1500.0,https://www.gofundme.com/hsgc-saftey,"Red Wing, MN",1690.0,MN,"On Sunday, February 19th, the Humane Society of Goodhue County was broken into, with the thief making off with a dog and safety equipment from the shelter. More information on the break-in is available at the Republican-Eagle .  HSGC is a non-profit organization based in Red Wing, Minnesota which...",rep,HSGC Safety,2017,2,Tuesday
558,"January 2, 2019",7000.0,https://www.gofundme.com/brad039s-campaign-for-cancer-research-institute,"Stevensville, MD",900.0,MD,summary was NoneType,rep,Brad's campaign for Cancer Research Institute,2019,1,Wednesday
559,"August 4, 2018",2300.0,https://www.gofundme.com/help-manny-win-his-trial,"Watsonville, CA",445.0,CA,"In May 2016 Manny was arrested by the San Mateo Police at a Donald Trump campaign rally.  Manny is a longtime activist and community member from Watsonville California. He has been organizing with the community since high school. In 2008, Manny marched over 350 miles with the public service union...",rep,Help Manny Win His Trial!,2018,8,Saturday
560,"October 26, 2017",2000.0,https://www.gofundme.com/joy-lonnes-goes-to-ccl-congress-day,"Santa Rosa, CA",1930.0,CA,"Background:  As we all have heard, California has had devastating wildfires this season.  Many residents lost everything in the fires, including Joy Lonnes.  Joy is the founder and former leader of the CCL Santa Rosa Citizens' Climate Lobby chapter.  After her home burned down, she got in her car...",rep,Joy Lonnes Goes to CCL Congress Day,2017,10,Thursday
561,"October 22, 2015",2600.0,https://www.gofundme.com/4d6ywmrs,"Kane, PA",2645.0,PA,"Terry Woodford is our Mother, but for years around Kane she has been called ""Mom"" by many other people. Mom is now in hospice care, asking to go to heaven, so we know she is peace with everything. Her wish is to be cremated,nothing else. She has always given anything she could to anyone she met....",rep,Terry's Medical & Funeral Cost Help,2015,10,Thursday
562,"August 27, 2018",10000.0,https://www.gofundme.com/delaney-for-assistant-judge,"Burlington, VT",321.0,VT,"INCUMBENT CHARLES L. DELANEY  ASSISTANT JUDGE - CHITTENDEN COUNTY VOTE NOVEMBER 6TH  Charles L. Delaney is an incumbent Assistant Judge here in Chittenden County. He has served two terms, 8 years. Delaney is a lifelong Democrat. He earned the Progressive nomination and is running for re-election...",rep,Delaney for Assistant Judge,2018,8,Monday
563,"June 26, 2019",550.0,https://www.gofundme.com/send-me-to-crnc-convention,"Oviedo, FL",150.0,FL,"Hi everyone! My name is Sarah Gibson and I am the current First Vice Chairman of the Florida Federation of College Republicans. I am also in my senior year of college at UCF studying Political Science Pre-Law with minors in Intelligence + National Security and Terrorism Studies, as well as certif...",rep,Send me to CRNC Convention!,2019,6,Wednesday
564,"September 22, 2018",2000.0,https://www.gofundme.com/save-tricity-medical-center,"Oceanside, CA",700.0,CA,"Tri-City Medical Center is in desperate need of change. Wait times in the emergency department are upwards of 12-hours, services that the community needs are being cut, support for nurses and staff are being eliminated. The hospital needs new leadership, beginning with removing the incumbent boar...",rep,Save Tri-City Medical Center,2018,9,Saturday
565,"January 6, 2019",500000000.0,https://www.gofundme.com/jd5mf-veterans,"Stephenson, VA",40.0,VA,Good afternoon I hope this finds you well. I am writing you with regards to try and get a message out for Veterans and their families. Let me first start by telling you a little about myself.  I am a 100% permanently disabled veteran through the Department of Veterans Affairs. I have over 17 year...,rep,Veterans,2019,1,Sunday
566,"December 8, 2018",1575.0,https://www.gofundme.com/mission-trip-ministering-to-homeless-in-san-diego,"Vienna, VA",2260.0,VA,"Have you ever been homeless?  Without a safety net?  Legitimately wondering where you’re going to sleep that night?  Me neither.  But from December 30 to January 5, I will.  No, this isn’t a bad reality show, like “Christian Fear Factor” or “Homeless Poseur Island.”   Many of you know that I’ve g...",rep,Peter's Mission: Minister 2 San Diego Homeless,2018,12,Saturday
567,"April 9, 2019",4600.0,https://www.gofundme.com/immigration-reform-committee,"Allentown, PA",275.0,PA,"Fund Fearless Fighters! We need your assistance funding direct political action. The Immigration Reform Committee of the Lehigh Valley Tea Party  (LVTP) performs Banner drops, flyer campaigns, educational seminars, street theater protests and in your face political activism. We understand you may...",rep,Immigration Reform Committee,2019,4,Tuesday
568,"June 29, 2018",1000.0,https://www.gofundme.com/forsythe-for-nh-state-rep,"Webster, New Hampshire",125.0,NH,"Principled constitutional conservative/libertarian running for State Representative, to continue the great work that Republicans have been doing thus far. U.S. Army Veteran, Combat Medic, father, and nursing student.    The issues: *Fight the opioid epidemic *Smaller government *Pro-Second Amendm...",rep,Forsythe for NH State Rep.,2018,6,Friday
569,"May 5, 2016",2000.0,https://www.gofundme.com/22qrnfmx,"Saint Louis, MO",2000.0,MO,"For years I have been broadcasting a pro-American, pro-liberty, pro-independence, message of truth, in an attempt to organically and independently enter the media through a grass roots effort to return realism and truth to covering news and politics.  My YouTube channel, Owen Shroyer, has recentl...",rep,Send Engage Liberty To Cleveland,2016,5,Thursday
570,"April 7, 2019",900.0,https://www.gofundme.com/fh9wvz-mission-trip,"Madison, GA",70.0,GA,I am raising money to go on my first mission trip to the Domican Republican in June with my church Grace Fellowship ...Anything will help... I am excited to take to take this leap in my faith and make my walk with God stronger... I have always wanted to go on a mission trip. Thank you for any don...,rep,Mission Trip,2019,4,Sunday
571,"August 30, 2016",1500.0,https://www.gofundme.com/2mfc54s,"Satellite Beach, FL",1800.0,FL,"Does anybody remember the old TV show called ""Queen for a Day?"" Even though I could only watch it when I was home sick from grade school, I vividly remember women in desperate need getting up on stage and sobbingly sharing why they needed a new washer and dryer, or a car, or food for their famili...",rep,Truck Stop Tarmac,2016,8,Tuesday
572,"January 4, 2019",250000.0,https://www.gofundme.com/people-affected-by-the-government-shut-down,"Marlton, NJ",40.0,NJ,"December 22, Thirteen days ago our Government was shut down when the Republicans and Democrats couldn’t agree on a solution to handle the request of our President for the funds to secure the borders. President Donald Trump told his cabinet to work with the Democrats on border security and emphasi...",rep,People Affected By The Government Shut Down,2019,1,Friday
573,"October 30, 2018",1000.0,https://www.gofundme.com/beyond-race-and-color,"Phoenix, AZ",640.0,AZ,"Cliff Dent of Phoenix, AZ and Don Zolman of Warsaw, Indiana teamed up on October 30, 2018 to present a candid discussion of racial and political issues in the current political climate entitled ""Race and Color in Our Troubled Times"".  Cliff (a black Democrat) and Don (a white Republican) believe...",rep,Beyond Race and Color,2018,10,Tuesday
575,"July 6, 2016",2500.0,https://www.gofundme.com/28y884ws,"Boise, ID",1525.0,ID,"Dear Friends and Family,  I hope you all had a wonderful July Fourth, celebrating our country’s Independence Day!  And hopefully like the Kiska Family, each 4th of July is memorable with BBQs, Family, Friends and Fireworks!  But rather then talking about our weekends, I would like to reflect on i...",rep,Megan Kiska Goes to Cleveland!,2016,7,Wednesday
576,"January 29, 2018",1800.0,https://www.gofundme.com/SacCCLCaptoCap,"Sacramento, CA",1853.0,CA,"Benefits: Protecting the health and happiness of humanity requires political will to minimize the risks of a changing climate from human-caused global warming.  What the funds will be used for: I am hoping to travel to Washington D.C. to lobby for the climate, as a Citizens' Climate Lobby (CCL) S...",rep,My Climate Lobbying Trip to D.C.,2018,1,Monday
578,"October 3, 2018",75000.0,https://www.gofundme.com/tjtr4w-the-craig-lee-city-council-campaign,"Shreveport, LA",2135.0,LA,"LET'S GET PAID  The time has come to introduce a NEW WAY of THINKING and conducting BUSINESS in Shreveport, LA!  A VISIONARY plan, emphasizing CULTURAL DIVERSITY, MUST be implemented IMMEDIATELY if progressive minded citizens hope to erect a POSITIVE IMAGE/BRAND for our city on a GLOBAL s...",rep,The Craig Lee City Council Campaign,2018,10,Wednesday
579,"September 6, 2018",1500.0,https://www.gofundme.com/turn-up-american-freedom-rally,"Charlotte, NC",443.0,NC,"On Saturday October 13th, Carolinas For Trump & The Patriot Wagon will be hosting the ""Turn Up American Freedom"" rally in Indian Trail, NC at the Union County GOP Headquarters.  The purpose of this family-friendly, fun filled event is to get people fired up, enthusiastic, and energized to get off...",rep,Turn Up American Freedom Rally,2018,9,Thursday
581,"January 7, 2018",250000.0,https://www.gofundme.com/dashboard-equal-justice-under-the-law-share-editlink-menu-1,"Roseville, MI",6060.0,MI,"Young woman in a serious car accident back in December 2017. She spent 4 months, in the hospital, then 7 weeks in a rehab learning to walk, including learning to go up and down the stairs. It has been a tough road, she was driving home from work witnessed an accident when she tried to drive aroun...",rep,Young Mom in Serious Car Accident,2018,1,Sunday
582,"November 7, 2018",10000.0,https://www.gofundme.com/oh-give-me-a-home,"Wilton, ND",165.0,ND,"But where no buffalo roam, buffalo being notoriously hard to potty-train. I don't say ""housebreak"" because they can do that naturally. ;-)   The introductory photo is where I was camping until we got 6"" of snow Friday November 16.. On a ridgetop with no heat in this ancient stock trailer in the c...",rep,Oh Give Me A Home,2018,11,Wednesday
583,"June 17, 2019",30000.0,https://www.gofundme.com/tomilahrenatbentleyuniversity,"Waltham, MA",70.0,MA,"Please support the Bentley Republicans give conservative students at Bentley University a voice on campus and support us to our goal of $30,000 for attorney fees in regard to the assault and to host Tomi Lahren, the youngest political talk show host in history, at Bentley University  For months,...",rep,Bring Tomi Lahren to Bentley University,2019,6,Monday
584,"October 26, 2018",24000.0,https://www.gofundme.com/garage-repair-work-needed,"Carteret, NJ",80.0,NJ,"Our family has lived in Carteret, New Jersey since 1971 as my father passed away 2012 and my mother passed away 2018 as my parents neglected the garage for many years as I received a violation in the mail a few weeks after I told mayor Dan Reiman that he no longer had my support and vote for his...",rep,Garage Repair Work Needed,2018,10,Friday
585,"February 23, 2019",100000000.0,https://www.gofundme.com/samrobb-for-president-2020,"Tarentum, PA",100.0,PA,"Trump is well, Trump. The Republicans are either throwing up their hands and saying ""What the hell,"" or pretending he doesn't matter.  meanwhile, the lead Democratic candidates are pretty much all socialists or outright Communists.  I figure that pretty much leaves someone like me as the sole voi...",rep,Samrobb For President 2020,2019,2,Saturday
586,"June 7, 2018",3000.0,https://www.gofundme.com/save-the-firetruck,"Morton, IL",175.0,IL,The Tazewell County Republican Party has had a 1950 Fire truck for use in parades and special events. It was even used in a wedding a few years ago. Recently the engine blew a rod and the  engine is broke.s. We have a person who will replace the engine for us but we need money to have it repaired...,rep,Save the GOP FireTruck,2018,6,Thursday
587,"May 19, 2019",100000.0,https://www.gofundme.com/vote-them-out,"Kansas City, MO",30.0,MO,"Vote them out. Our message is clear. If you vote for extreme anti-abortion legislation then we will abort your political carrier. Our plan is simple; we raise lots of money, start a political action committee, and then put up a competitor in each of the anti-abortion politicians districts. Democr...",rep,Vote them out,2019,5,Sunday
588,"June 3, 2016",75000.0,https://www.gofundme.com/DianeHollandStatue,"Tomball, TX",1920.0,TX,"Our dear friend Diane N. Holland died on April 27, 2017. In tribute to her many years of dedication and service to the Greater Tomball community and in recognition of the tremendous impact she had on the economic development and quality of life of our hometown that she loved so dearly, a group of...",rep,Diane N. Holland Community Memorial,2016,6,Friday
589,"April 4, 2019",2000.0,https://www.gofundme.com/vn34c-college-tuition,"Bellvue, CO",2175.0,CO,"Hello. My name is Kiana Palmer. I was born and raised in Fort Collins and I attend a college preparatory school on what is considered a very large scholarship. I was granted the opportunity and privilege of attending my current high school, Oldfields School, where I have found life-long friends a...",rep,College Fees for Kiana Palmer class of 2020,2019,4,Thursday
591,"April 22, 2019",500.0,https://www.gofundme.com/cosby2019,"Adamsville, AL",260.0,AL,"I have asked for a lot over the years! With the S support of many of you, we have accomplished a lot! But i must come to you once more. I have decided to run for the position of Executive Vice President of The Alabama Young Democrats for 2019 & 2020. As a result of being born and raised in the He...",rep,Cosby For Exec. VP of AL Young Democrats,2019,4,Monday
592,"January 21, 2019",10000000.0,https://www.gofundme.com/havearichassfriend,"Mastic, NY",25.0,NY,"Now is your chance to finally have a rich ass friend.  BALLIN. Make me rich and you could tell people that you once knew me before I was a rich ass millionaire. Donate whatever you can and I promise when I’m rich, I will look down on you poor ass peasants and I won’t invite you to shit because I’...",rep,Have a Rich Ass Friend,2019,1,Monday
593,"January 11, 2019",5000000.0,https://www.gofundme.com/f-the-wall-help-CA-fire-victims,"Annapolis, MD",45.0,MD,summary was NoneType,rep,"F*** the Wall, help CA wildfire victims",2019,1,Friday
594,"July 3, 2018",4000.0,https://www.gofundme.com/no-wire-hangers-ever,"Bloomingdale, NJ",240.0,NJ,Amy will be sending boxes of wire hangers to the Republicans in the Senate as a protest against the appointment of an anti-woman justice to SCOTUS. She will buy the wire hangers and deliver them to the post office... but she would love some help with the cost of the postage. Since she is going to...,rep,No! Wire! Hangers! Ever!!,2018,7,Tuesday
595,"January 5, 2016",100000.0,https://www.gofundme.com/jrhappbg,"Charlotte, NC",1835.0,NC,"My name is Emily Bryant and I am a proud Trump supporter in Charlotte NC.  I am a graduate of the University of Kentucky, Gatton College of Business and Economics.   More importantly I am the daughter, granddaughter, niece, and cousin of combat veterans and I love my country and our hero's who fi...",rep,$100K to @WWP and @Morning_Joe bet,2016,1,Tuesday
596,"August 30, 2015",5000.0,https://www.gofundme.com/standwithjoe2016,"Callahan, FL",2186.0,FL,"Dear Friends,  Nassau County is a special place I call home; and over the last ten years I have discovered that it is truly the people that make Nassau County such a special community.  Like many average working citizens, I am concerned about the direction of our county government and the recent...",rep,Stand With Joe For Nassau County,2015,8,Sunday
597,"August 7, 2018",150000.0,https://www.gofundme.com/trumpcard2020,"Coconut Creek, FL",300.0,FL,"If you have not watched the Trump Card 2020  trailer, please take the time to view it before continuing.  INTRODUCTION   I’m Peter Honoré, Director of the Trump Card 2020 Documentary. I am a devoted conservative, millennial and black Trump Supporter. We are living in unprecedented times! This is...",rep,The Trump Card Movie #TRUMPCARD2020,2018,8,Tuesday
598,"April 24, 2018",10000.0,https://www.gofundme.com/gilbert4ltgov-ar,"Little Rock, AR",160.0,AR,"Frank Gilbert is running for Lt. Gov of Arkansas, as a libertarian.    He believes in the rights and freedoms of each individual, limited Government interference, and ending the prison state created by the Clinton Crime bill, and the endless war on drugs.     Standing by his beliefs and runnin...",rep,Frank Gilbert 4 Lt. Gov of Arkansas,2018,4,Tuesday
599,"November 24, 2014",3500.0,https://www.gofundme.com/hqo4tk,"Media, PA",3350.0,PA,"On Saturday, December 27, I plan to cycle the 145 miles from Independence Mall in Philadelphia to Capitol Hill in Washington, DC, arriving on December 30 just before Republicans officially take control of Congress.  I will be pulling a bicycle trailer behind me with copy (all 4,800+ pages) of the...",rep,Sam's Climate Truth Ride,2014,11,Monday
600,"February 18, 2019",8000.0,https://www.gofundme.com/bob-de-kinder-navy-vet-amp-civil-servant-funeral,"Albuquerque, NM",2900.0,NM,"Robert E. De Kinder, Jr. slipped the surly bonds of earth in the early afternoon of January 16, 2019 in Las Cruces, NM, succumbing to Alzheimer’s Disease. He was born on January 18, 1935 to Lillian Mynon (née Duncan) and Robert E. De Kinder, Sr. in Chickasha, Oklahoma. He attended Chickasha Publi...",rep,"Bob De Kinder, Navy Vet & Civil Servant Funeral",2019,2,Monday
601,"April 2, 2019",10000.0,https://www.gofundme.com/funeral-services-for-mom-janet-seiferheld,"Mooers, NY",710.0,NY,"Janet, Mom, Momie, Mother, she was a strong amazing woman. She had a heart of gold, and a smile that lit the room as soon as she walked in. Janet loved unconditionally, and cared for everyone without judgement.  Mom had congestive heart failure for many years. She fought so hard to stay with us a...",rep,"Funeral services for Mom, Janet Seiferheld",2019,4,Tuesday
602,"February 6, 2014",3000.0,https://www.gofundme.com/CPAC2014,"Sarasota, FL",2178.0,FL,Overview    Raymmar.com was invited to travel to Washington DC and cover the Conservative Political Action Conference. This means I need to come up with some quick cash to help offset the expenses involved in pulling something like this off.     As a small voice in a world of loud mouths we need...,rep,Send Us To CPAC,2014,2,Thursday
603,"November 23, 2018",1000000.0,https://www.gofundme.com/a-new-enhanced-standard-of-care-for-maternal-and,"Vancouver, WA",1000.0,WA,summary was NoneType,rep,A New (enhanced) Standard of Care for Maternal and,2018,11,Friday
604,"June 13, 2014",538200.0,https://www.gofundme.com/aad47o,"New Castle, DE",2350.0,DE,"THESE ARE PLEDGES ONLY -- for now -- on this ""all or nothing"" page.  So if the total goal is not raised, you will not be charged.  You will not be charged until August 13, 2014 if the goal is reached.  Your donation (pledge) can encourage KEVIN WADE to run for US Senate form Delaware in 2014 agai...",rep,Draft Kevin Wade US Senate - $100 Donors,2014,6,Friday
605,"October 19, 2018",1000.0,https://www.gofundme.com/a-florida-for-all-americans,"Ponte Vedra, FL",45.0,FL,"The state of Florida is in jeopardy of being destroyed by socialism in the person of Andrew Gillum, a Soros and Steyer fund socialist and activist.  If he is voted into office, his policies with destroy Florida's economy.  It is my mission to not let that happen.  To that end, I called upon the f...",rep,A Florida for All Americans,2018,10,Friday
606,"December 22, 2017",5000.0,https://www.gofundme.com/citizensmediatv,"Maple Shade, NJ",500.0,NJ,"THe below story, with many links, can be found on our Patreon page . If you happen to be able to afford a monthly  contribution , please consider going up there. - - - - - When Citizens' Media TV started a year and a half ago, our goal was to cover the stories being ignored – no, not ignored, sup...",rep,Support Citizens’ Media TV coverage,2017,12,Friday
607,"April 22, 2019",1500.0,https://www.gofundme.com/dnc-watch-summer-2019,"Edmond, WV",127.0,WV,"Let's talk about transparency in the Democratic Party. Three important meetings will happen this summer. The June joint Rules and Bylaws and Executive Committee meetings in Pittsburgh, the July Rules and Bylaws in DC and the August full DNC meeting in San Francisco.  The Rules and Bylaws Committe...",rep,DNC Watch - Summer 2019,2019,4,Monday
608,"March 27, 2014",1000.0,https://www.gofundme.com/MeyersForUtah,"Saint George, UT",1770.0,UT,"Let's send a constitutional conservative to Washington DC!  The Meyers for Congress campaign needs funding to get us through the Republican Convention on April 26th.  Donate now to help with signs, literature, travel, and booth expenses.  Meyers For Congress Facebook page",rep,Meyers for Congress Money Bomb,2014,3,Thursday
609,"September 23, 2018",2000.0,https://www.gofundme.com/need-tax-help-again,"Gillett, PA",1300.0,PA,"I WAS GETTING HELP FROM MEDICAID TO PAY MY MEDICARE PAYMENT WHEN I WAS OUT OF WORK THIS PAST SUMMER. I WENT ON THE PA. WEB SITE TO SEE IF I WOULD STILL QUALIFY WHEN I STARTED DRIVING SCHOOL BUS PART TIME AND ACCORDING TO THE INFO, I WOULD CONTINUE TO GET HELP. SO I SENT IN 24 PAGES OF INFO TO REA...",rep,NEED TAX HELP AGAIN,2018,9,Sunday
610,"April 2, 2019",10000.0,https://www.gofundme.com/help-my-pregnant-baby-sister,"Nashua, NH",125.0,NH,"My name is Adam Levine, and my sister has nothing to do with the creation of this fundraiser. I am starting this Go Fund Me account for my baby sister Ashley. Like many fine Americans, she is currently swimming in student loan debt. She graduated college with one of those Master’s Degree things,...",rep,HELP MY BABY SISTER,2019,4,Tuesday
611,"February 27, 2015",25000.0,https://www.gofundme.com/vote4skelley,"Johnstown, PA",2101.0,PA,"John Skelley is running for Cambria County Commissioner.  He is an independent Republican looking out for the interests of our region. He stands for collaboration, Not confrontation; support of our seniors because they support our neighborhoods and our growth; appreciating our veterans; respectin...",rep,John Skelley for Commissioner,2015,2,Friday
613,"August 9, 2018",5000.0,https://www.gofundme.com/mike-yacubich-ballot-initiative,"Shoreham, NY",695.0,NY,"This is a fund to help cover legal fees associated with defending the right to be on the ballot in a Republican  Primary, for the position of New York State Assembly, 2nd District.  We are being forced to pay the high cost of legal fees just to be able to give taxpayers an option on September 13t...",rep,Mike Yacubich Ballot Initiative,2018,8,Thursday
615,"May 15, 2018",2000.0,https://www.gofundme.com/RasmussenArizona,"Asbury Park, NJ",580.0,NJ,"U.S. Senate:  August 28 primary to determine candidates  Governor:  The incumbent: Doug Ducey (Republican), businessman, first elected governor in 2014.  The challenger: To be determined by Aug. 28 primary, expected to be Steve Farley (Democrat), an artist and graphic designer who is currently a...",rep,2018 Arizona Midterm Elections,2018,5,Tuesday
616,"June 30, 2019",2500.0,https://www.gofundme.com/powell-media-the-expansion,"Lock Haven, PA",10.0,PA,"Powell Media is a conservative right-wing media organization and political operation, also supporting the cause of Christianity and Western culture, founded by award-nominated journalist and Republican Party political operative Andrew Powell. Throughout our short time, we've been through a lot to...",rep,Powell Media: The Expansion,2019,6,Sunday
617,"October 30, 2018",200.0,https://www.gofundme.com/student-political-advocacy,"Durham, NC",125.0,NC,"Interested in making a difference in this year's election AND helping to engage students in civic education? Every election year, I try to give my students the opportunity the engage in real political advocacy. This involves everything from direct voter contact to creating shareable content on so...",rep,Student political advocacy,2018,10,Tuesday
618,"August 31, 2018",500.0,https://www.gofundme.com/wucr-911-memorial,"Topeka, KS",570.0,KS,"Hello!  We are the Washburn University College Republicans, a College Republican National Committee chapter based in Topeka, Kansas. Our mission is to encourage young college students to get involved in politics, to encourage students to volunteer for campaigns, political events, and events aroun...",rep,WUCR 9/11 Project,2018,8,Friday
619,"January 27, 2019",100000.0,https://www.gofundme.com/stand-up-for-the-unborn,"Irmo, SC",35.0,SC,summary was NoneType,rep,Stand up for the unborn,2019,1,Sunday
620,"November 14, 2016",3000.0,https://www.gofundme.com/HelpChrisCarAteHisWallet,"West Hartford, CT",1925.0,CT,"Hi Everyone! I'm Chris, most recently an organizer for Hillary Clinton in deep-red Butler County, Ohio, John Boehner's old district. I was in Ohio five months, from mid-June until mid-November, organizing for the Democratic team.  Though we lost Ohio and the election, I believe we did good work i...",rep,"Help! Car Ate Wallet, Need New One",2016,11,Monday
622,"September 25, 2018",2500.0,https://www.gofundme.com/Trump-Unity-Bridge-Red-Wave,"Clinton Township, MI",650.0,MI,The Trump Unity Bridge is driving across the country to spread the word on the importance of voting republican in the midterm elections. We’ll be driving from Michigan to DFW Texas then onto NOLA. There will be various stops along the way. The Trump Unity Bridge requires $300 - $500 in gas a day...,rep,Trump Unity Bridge Excursion.,2018,9,Tuesday
