Unnamed: 0,link,location,summary,title,tag,raised,goal,created_date,goal_int,raised_int
508,https://www.gofundme.com/helpfornilufar,"Philadelphia, PA",Здравствуйте уважаемые друзья!! Просим вас помощи моей подруге детства Рахмановe (Карабаевe) Нилуфар 1991 г.р которой поставили диагноз Ходжикинской Лимфомы в 2011 году. Она была прооперирована в Городской Онкологической ольнице . После этого в Республиканской Онкологической Больницы города Ташке...,Помогите!  Help!,rep,1440,30000                    ," October 26, 2018",30000.0,1440.0
509,https://www.gofundme.com/rpb3k7-legal-fees,"Lexington, VA",Statement of Ginger M. Burg regarding the Civil Action Suit filed by Jennifer M. Brown  On March 10th I was emailed a Cease and Desist letter from Ms. Brown.  Nine days later I was sued by the Sixth District Chairwoman Jennifer Brown.  Chairwoman Brown is an attorney.  I am a stay at home mom of...,Legal Fees for Ginger Burg,rep,1605,10000                    ," April 3, 2019",10000.0,1605.0
510,https://www.gofundme.com/retirement-fund-for-polly, ,"Dear Friends and Family, Many of you know and love Polly. Those who are lucky enough to have had her care for their children know that she gave 110% every day, loving them as though they were her own. It was always more than a job to her.   Now, after 5 decades of physically demanding work, she f...",Retirement Fund for Polly,rep,2050,50000                    ," January 16, 2019",50000.0,2050.0
511,https://www.gofundme.com/WillRiemer,"Farmington, CT","Will Riemer worked tirelessly to help other Republicans achieve in the world of politics.  He routinely volunteered for the hardest job -- performing treasurer duties for campaigns at the local, state and federal level.  Will knew he had limited time on this earth; yet he selflessly gave thousand...",Reception to Honor Will Riemer,rep,4370,3000                    ," October 10, 2016",3000.0,4370.0
512,https://www.gofundme.com/WarriorsUNA,"Florence, AL","The Military Warriors Support Foundation was estabilished to honor and assist combat wounded heroes with the everyday challenges that they and their loved ones now face. This incredible foundation aims to provide a 100% mortgage-free home to a wounded warrior, along with a three year financial an...",A Home for a Wounded Hero,rep,8365,20000                    ," October 26, 2015",20000.0,8365.0
513,https://www.gofundme.com/25nvnh8,"Saint Paul, MN","Hello fellow Patriots!   A few months ago, I was voted as a Senator Cruz alternate delegate to the Republican National Convention representing congressional district four. I am really excited about going even though the Senator has suspended his campaign. The reason I am still excited about going...",Chris Rush to the RNC convention,rep,1610,2000                    ," May 23, 2016",2000.0,1610.0
514,https://www.gofundme.com/CounterAntiTrump-Protesters,"Miami, FL","Hi My Name is Maurice Symonette I'm from miami I'm the founder of BlacksForTrump2020.Com. Blacks ForTrump2020.com needs your help with donations to help us with News Paper, Internet, Radio, TV Adds and SHOWS to Support Republican Candidates for 2018 to help President Trump get his Policies in & t...",Help Counter AntiTrump Protest,rep,2437,200000                    ," October 11, 2016",200000.0,2437.0
515,https://www.gofundme.com/terrell-lewis-memorial-fund,"Washington, DC","On Saturday, June 30th, 2018, the Republican National Committee lost a dear friend and colleague, Terrell James Lewis unexpectedly.  He was 36 years old and passed a few days before he could celebrate his 37th birthday on July 5th, 2018.   Terrell had been a valued member of the RNC team since 20...",Terrell Lewis Memorial Fund,rep,13210,10000                    ," July 5, 2018",10000.0,13210.0
516,https://www.gofundme.com/on-target-radio-2vf5yxw,"Shorewood, IL","On Target Radio talk show hosts David Lombardo and Gretchen Fritz debate, debunk and discuss the week’s hot issues with their guests in the studio. Sometimes provocative, sometimes funny, but never boring, On Target Radio never shies away from controversial subjects. If it’s bugging you, it’s bug...",On Target Radio,rep,1570,16800                    ," October 21, 2016",16800.0,1570.0
517,https://www.gofundme.com/u5f6h3-send-alfredo-to-school, ,"Hola amigos! I would like you to meet my best buddy, Alfredo! He is three years old and lives in Honduras, a developing nation in Central America. I started this GoFundMe to raise money for him to attend school next year.  Alfredo is the youngest child in a family of 5. Two of his siblings, Julio...",Send Alfredo to School!,rep,385,750                    ," June 13, 2019",750.0,385.0
518,https://www.gofundme.com/desperate-homeless-emergency,"Saint George, GA","Facebook prevented me from marketing my books by blocking me 7 days for everyone I would post, because I support President TRUMP, my only income as a writer, criminal record making it near impossible to get work.  This is a desperate plea for help, please don't let Facebook make me homeless, I've...",Desperate homeless Emergency,rep,120,2000                    ," July 19, 2018",2000.0,120.0
519,https://www.gofundme.com/the-feed-nw-arkansas-website-fund,"Bella Vista, AR","The Feed NW Arkansas needs a website if we are to be effective in reaching NW Arkansas with conservative content. We want to grow our presence and reach to help inform and connect conservatives in NW Arkansas, from Republicans of all stripes to Libertarians.   The funds will be used to buy the do...",The Feed NW Arkansas website fund,rep,200,200                    ," October 13, 2018",200.0,200.0
520,https://www.gofundme.com/2ddyamyj,"La Farge, WI","My name is Terese Agnew.  I am an artist creating a large scale, collaborative art installation that honors Wisconsin's historic, cultural and natural assets.   I am raising money to build sculptural monuments,  produce text and transport the installation for people to see.  I have a $10,000 chal...",Writing in Stone,rep,3430,10000                    ," July 8, 2016",10000.0,3430.0
521,https://www.gofundme.com/2byc9ms,"Greenwood, SC","WCRS in Greenwood, South Carolina is going to broadcast live from the RNC in Cleveland, OH in July. This convention promises to be as exciting and controversial as any in recent history. At 1450am and with the addition of our FM component at 98.5, our coverage is much broader and more clear. http...",SC radio host Anne Eller to RNC,rep,2510,4000                    ," June 29, 2016",4000.0,2510.0
522,https://www.gofundme.com/helping-hands-at-powdermill-village,"Braintree, MA","On the afternoon of Sunday, April 22, 2018 around 2:00 PM, a three-alarm fire broke out at Powdermill Village, one of Peabody Properties' 250-unit communities located in Westfield, Massachusetts. After battling the blaze for hours, firefighters were able to contain the fire by the evening. While...",Helping Hands at Powdermill Village,rep,4325,4800                    ," April 23, 2018",4800.0,4325.0
523,https://www.gofundme.com/bricks-and-mortars,"Belfast, ME","Greetings.  The Republican Journal (RJ) newspaper of Belfast, Maine, USA has fired me as a columnist, thus spelling the end of my four-year, award-winning ""Bricks and Mortars"" print column, at least for now.  So I am switching to a blog, which for the time being will focus on plans by the Norwegi...",Bricks and Mortars,rep,840,1000                    ," November 10, 2018",1000.0,840.0
524,https://www.gofundme.com/emiliemitcham,"Denver, CO","EMILIE MITCHAM, CREDENTIALS COMMITTEE  Emilie Mitcham has been a Bernie activist since the first day she found out he was running for the nomination. She didn't know every detail of his position on every issue, but she knew him to be a man of integrity, and a man who was not afraid to speak truth...",Emilie Mitcham Bernie Delegate DNC,rep,3430,5000                    ," March 17, 2016",5000.0,3430.0
525,https://www.gofundme.com/2m3sx3ys,"Hillsboro, MO","4/12/2019 Once again we are in need of help. Due to roof damage from hail and age taking its toll, the house has sustained damage to drywall and plaster  (especially upstairs) . We are diligently working to get bids for repairs to the interior upstairs area. We are also dealing with gutters that...",Governor Fletcher House Maint Fund,rep,2441,10000                    ," September 13, 2016",10000.0,2441.0
526,https://www.gofundme.com/billboards-for-vangie-williams,"Vienna, VA",As promised - A photo of the first billboard.                                                                                                              WE DID IT!                                                    WE HAVE RENTED 4 BILLBOARDS IN VIRGINIA'S DISTRICT 1!  A huge thank you to every...,Billboards for Vangie Williams,rep,1185,300                    ," October 1, 2018",300.0,1185.0
527,https://www.gofundme.com/helpcareforkara,"Woodbridge, VA","Four years ago, 27 year old Kara Murdock’s arm was amputated below the elbow due to a blood clot. Within 3 years, Kara Murdock had 15 surgeries, had multiple episodes of septicemia along with a heart valve infection and after receiving her third pacemaker, Kara developed reduced blood flow as a c...",Care for Kara!,rep,565,25000                    ," March 27, 2018",25000.0,565.0
528,https://www.gofundme.com/tonyasfreedomfund,"Trenton, MO","Tonya Arndt lost her mobility in a 2004 motor vehicle accident near Princeton, Missouri in which she was paralyzed.  Friends of Tonya have come together to organize fundraising that will help pay for the cost of a van that will be equipped to allow her to drive and gain back the freedom and indep...",Tonya's Freedom Fund (Tonya Arndt),rep,21693,25277                    ," June 28, 2015",25277.0,21693.0
529,https://www.gofundme.com/syrian-refugees-return-to-philly,"Philadelphia, PA","The Travesty That Happened Today  Today in Philadelphia, not far from where the constitution was signed and the Liberty Bell sits, two families of Syrian descent were denied entry into the country because of the president's ban on Syrian refugees and immigrants from predominantly Muslim countries...",Support Syrian Families Return,rep,1570,25000                    ," January 28, 2017",25000.0,1570.0
530,https://www.gofundme.com/JimTerr,"Las Vegas, NM","""A Chicken in Every Garage"" is a feature film four years in the making, based on my ACTUAL campaign run as a Republican (!) in the Pre-Presidential Primary in Arizona in 2012.  Campaign and debate excerpts in the film trailer will give you an idea how bizarre it was! The story has expanded to inc...",Help finish amazing CHICKEN... film,rep,1375,1300                    ," August 16, 2016",1300.0,1375.0
531,https://www.gofundme.com/help-chelsea-not-face-detransition,"New York, NY","Hi everybody! I'm Chelsea. I'm a game designer and grad student in New York, and I'm also a transgender lady. Ever since coming to NYC, I've been able to live as a lady and have been so fortunate to find a supportive environment and amazing friends who give me the space I need to be me.  Which is...",Help Chelsea Not Face Detransition!,rep,3040,3500                    ," November 11, 2016",3500.0,3040.0
532,https://www.gofundme.com/helptheblind,"Discovery Bay, CA",This campaign is no longer active as Arman Soltani is running for Governor of California as a write in candidate.  The goal is to raise money for a medical surgery that will implant  artificial eyes and restore partial vision by  connecting a camera to the brain so individuals with no eyesight wi...,Medical Fund to Help the Blind See,rep,3525,250000                    ," January 9, 2016",250000.0,3525.0
533,https://www.gofundme.com/6u0pq40,"Centereach, NY","The time to flip Brookhaven blue is now! With petitions for 2019 campaigns beginning at the end of this month, it is crucial that our volunteers and Democratic candidates receive the training they need to kick the Crookhaven Republicans out of office.  That's why the Brookhaven Action Network (BA...",BAN's 2019 Brookhaven Blue Training Rally,rep,465,500                    ," February 10, 2019",500.0,465.0
534,https://www.gofundme.com/waynetornc,"Portland, OR","I am donating my time to represent Oregonians at the Republican National Convention, to be a voice of reason and clarity. Please partner with me by donating and help me cover the cost of the flight and hotel.",Wayne Trosino to the RNC Convention,rep,2985,4000                    ," June 5, 2016",4000.0,2985.0
535,https://www.gofundme.com/274srg44,"Ruckersville, VA","Hello!  My name is Ole Rodland. This fund is to support my wife, Nancy Rodland's, GOP's National Convention elected delegate responsibilities. She has successfully campaigned for 8 months at her own expense, throughout the 5th Congressional District of Virginia, the size of New Jersey,  meeting a...",MAKE A CHANGE TOGETHER IN CLEVELAND,rep,1725,2500                    ," May 31, 2016",2500.0,1725.0
536,https://www.gofundme.com/jvgjkn64,"Ashland, VA","Hi, my name is Jason Chavez. I am from Tucson, Arizona and I currently live in Richmond, Virginia where I am a student at John Tyler Community College. I expect to graduate with my Associate of Science degree in General Studies in the summer of 2016. Upon graduation, I hope to continue my educati...",Ireland Study Abroad Trip,rep,2765,4000                    ," February 8, 2016",4000.0,2765.0
537,https://www.gofundme.com/2016Mk5k,"Council Grove, KS","The Mother K 5K raises scholarship funds in memory of Katie Buchanan Gant and is organized by her many family and friends in her honor.  Katie died in a car crash in Coffey County in 2011, and the race/walk has been held each September since, on or near her birthday.  This year the race will be h...",2016 Katie Gant Scholarship Fund,rep,2135,5000                    ," July 25, 2016",5000.0,2135.0
538,https://www.gofundme.com/project-lifesaver-for-marian-miles,"Rich Square, NC","The PLI-1000  As many of you know, Mama has Alzheimer's. Now in the throes of the moderate stage, the wandering has begun, from getting up in the middle of the night, to trying to get into strangers vehicles. It is never a dull moment. Since Howard's injury, I find myself working four part-time j...",Project Lifesaver for Marian Miles,rep,360,900                    ," July 20, 2018",900.0,360.0
539,https://www.gofundme.com/sendMeToDSANationalConventionInAtlanta,"Fresno, CA","Hi! I'm Mayaprimavera Flores, AKA Maya Z, and I was elected by DSA Fresno to attend the Democratic Socialists of America's national convention in Atlanta, Georgia! Sadly, I'm underemployed and have barely enough money to buy food and pay rent, and I need to raise funds so I can travel from Fresno...",Help Me Go To DSA's National Convention in Atlanta,rep,140,850                    ," June 15, 2019",850.0,140.0
540,https://www.gofundme.com/RasmussenFlorida,"Asbury Park, NJ",Thanks again for your participation! The Florida Senate horse race numbers have been released and are fully open to the public! Read them here:  https://bit.ly/2NCzBt7   Results from the Florida Governor's race are also available: https://bit.ly/2NawI32   The goal has now been raised for a 2nd po...,2018 Florida Midterm Elections,rep,3645,4000                    ," May 21, 2018",4000.0,3645.0
541,https://www.gofundme.com/y2b5e5-dominican-republic-medical-mission,"Philadelphia, PA",summary was NoneType,Dominican Republic Medical Mission,rep,860,1600                    ," June 25, 2018",1600.0,860.0
542,https://www.gofundme.com/help-get-cfcr-to-cpac,"Denver, CO","The Colorado Federation of College Republicans (CFCR) are ready to take on CPAC 2019!   With many eager conservative students ready to travel to National Harbor to hear from conservative speakers from all across the country, we need your help to make it possible.   CPAC is such a unique opportuni...",Help Get CFCR to CPAC!,rep,600,5000                    ," January 13, 2019",5000.0,600.0
543,https://www.gofundme.com/ccl-conservative-ca-travelship,"Berkeley, CA","2019 D.C. Conference  Conservative CA Travelships for attendance at the 2019 Citizens’ Climate Lobby Washington, D.C. Conference/Lobby Day   $1,000 per student (number of scholarships available determined by donations)  See Application Process Here.   Here is an article about last year's successf...",CCL Inland CA Student Travelship,rep,7116,10000                    ," January 16, 2019",10000.0,7116.0
545,https://www.gofundme.com/dnc-watch-puerto-rico,"Edmond, WV","Let's talk about transparency in the Democratic Party. Two important DNC Committees are meeting in Puerto Rico in a few weeks - the DNC Rules and Bylaws Committee and the DNC Executive Committee.  What will happen at these ""public"" meetings?  The only way to know is to: A.  Attend the meeting you...",DNC Watch - Puerto Rico Livestream,rep,462,1000                    ," October 20, 2018",1000.0,462.0
546,https://www.gofundme.com/24d26-boycott-la-weekly,"Los Angeles, CA","http://boycottlaweekly.com LA Weekly, once the nation’s premiere alternative newspaper, was purchased and immediately gutted by its new owners, Semanal Media, who have replaced a portion of the editorial board with staff from the OC Register. A shadowy consortium of conservatives from Orange Coun...",Boycott L.A. Weekly,rep,1290,3000                    ," December 6, 2017",3000.0,1290.0
547,https://www.gofundme.com/thepeoplesconventionorg-workshop,"Sedona, AZ","Hello! My name is Blair Henry  I am a former Seattle corporate and prosecuting attorney, certified mediator, university professor, and delegate to BOTH the Democratic and Republican state conventions.   I am asking you to support a series of neutral, nonpartisan workshops around the nation to pro...",ThePeoplesConvention.org  Workshops,rep,830,10000                    ," May 27, 2018",10000.0,830.0
548,https://www.gofundme.com/save-america-from-fake-news,"Eugene, OR","""Nothing in life is more liberating than to fight for a cause larger than yourself!"" John McCain (RIP)  1. How will all Americans benefit from ONM?  Hi! I'm Morgan from Oregon. I'm a father of two, and I have an MBA and a Minor in Computers. Below are my short answers to your 5 most burning quest...",Save  America  from  FAKE  NEWS !,rep,1710,48000                    ," August 1, 2018",48000.0,1710.0
550,https://www.gofundme.com/2s4454fg,"Ahoskie, NC","As many are aware, the Town of Windsor suffered significant damage from Tropical Storm Julia--devastating flooding with major loss of property.  Ms. Brenda Frick, a member of Republican Baptist Church of Windsor is one of those affected by the flooding.  A widow who lives alone, her family has no...",Flood Recovery for Brenda Frick,rep,1500,3000                    ," September 30, 2016",3000.0,1500.0
552,https://www.gofundme.com/urbanvoters,"Dallas, TX","The donations will be used to travel across the country visting Barber Shops and holding Community Forums within Urban Communities in Swing States. These segments are called SHOP TALK. Individuals will be educated on their poverty, crime and unemployment rates under Democrat leadership and asked...",SHOP TALK WITH  URBAN VOTERS,rep,7225,250000                    ," August 25, 2016",250000.0,7225.0
553,https://www.gofundme.com/emergency-emigration-costs,"Hamilton, NJ","I'm Misty, a transgender woman living in the US who has the good fortune of having become an Irish citizen by descent recently - therefore I'm now a dual national.  I started the process of becoming an Irish citizen in 2016 when Donald Trump won the Republican primary, and just in the past few we...",Emergency emigration costs,rep,765,2000                    ," July 18, 2018",2000.0,765.0
554,https://www.gofundme.com/2eeqhky8,"North Troy, VT","2018 is the year we take a Senate Seat and turn it into a Productive Seat.   After seeing what went on during 2016, it became obvious that both the Republican and Democratic parties are a mess.  That being said I am now an American Independent running in the Democratic primary and an Independent...",Ron Horton for State Senate,rep,510,4000                    ," July 15, 2016",4000.0,510.0
555,https://www.gofundme.com/hsgc-saftey,"Red Wing, MN","On Sunday, February 19th, the Humane Society of Goodhue County was broken into, with the thief making off with a dog and safety equipment from the shelter. More information on the break-in is available at the Republican-Eagle .  HSGC is a non-profit organization based in Red Wing, Minnesota which...",HSGC Safety,rep,1690,1500                    ," February 28, 2017",1500.0,1690.0
556,https://www.gofundme.com/brad039s-campaign-for-cancer-research-institute,"Stevensville, MD",summary was NoneType,Brad's campaign for Cancer Research Institute,rep,900,7000                    ," January 2, 2019",7000.0,900.0
557,https://www.gofundme.com/help-manny-win-his-trial,"Watsonville, CA","In May 2016 Manny was arrested by the San Mateo Police at a Donald Trump campaign rally.  Manny is a longtime activist and community member from Watsonville California. He has been organizing with the community since high school. In 2008, Manny marched over 350 miles with the public service union...",Help Manny Win His Trial!,rep,445,2300                    ," August 4, 2018",2300.0,445.0
558,https://www.gofundme.com/joy-lonnes-goes-to-ccl-congress-day,"Santa Rosa, CA","Background:  As we all have heard, California has had devastating wildfires this season.  Many residents lost everything in the fires, including Joy Lonnes.  Joy is the founder and former leader of the CCL Santa Rosa Citizens' Climate Lobby chapter.  After her home burned down, she got in her car...",Joy Lonnes Goes to CCL Congress Day,rep,1930,2000                    ," October 26, 2017",2000.0,1930.0
559,https://www.gofundme.com/4d6ywmrs,"Kane, PA","Terry Woodford is our Mother, but for years around Kane she has been called ""Mom"" by many other people. Mom is now in hospice care, asking to go to heaven, so we know she is peace with everything. Her wish is to be cremated,nothing else. She has always given anything she could to anyone she met....",Terry's Medical & Funeral Cost Help,rep,2645,2600                    ," October 22, 2015",2600.0,2645.0
560,https://www.gofundme.com/delaney-for-assistant-judge,"Burlington, VT","INCUMBENT CHARLES L. DELANEY  ASSISTANT JUDGE - CHITTENDEN COUNTY VOTE NOVEMBER 6TH  Charles L. Delaney is an incumbent Assistant Judge here in Chittenden County. He has served two terms, 8 years. Delaney is a lifelong Democrat. He earned the Progressive nomination and is running for re-election...",Delaney for Assistant Judge,rep,321,10000                    ," August 27, 2018",10000.0,321.0
561,https://www.gofundme.com/send-me-to-crnc-convention,"Oviedo, FL","Hi everyone! My name is Sarah Gibson and I am the current First Vice Chairman of the Florida Federation of College Republicans. I am also in my senior year of college at UCF studying Political Science Pre-Law with minors in Intelligence + National Security and Terrorism Studies, as well as certif...",Send me to CRNC Convention!,rep,150,550                    ," June 26, 2019",550.0,150.0
562,https://www.gofundme.com/save-tricity-medical-center,"Oceanside, CA","Tri-City Medical Center is in desperate need of change. Wait times in the emergency department are upwards of 12-hours, services that the community needs are being cut, support for nurses and staff are being eliminated. The hospital needs new leadership, beginning with removing the incumbent boar...",Save Tri-City Medical Center,rep,700,2000                    ," September 22, 2018",2000.0,700.0
563,https://www.gofundme.com/jd5mf-veterans,"Stephenson, VA",Good afternoon I hope this finds you well. I am writing you with regards to try and get a message out for Veterans and their families. Let me first start by telling you a little about myself.  I am a 100% permanently disabled veteran through the Department of Veterans Affairs. I have over 17 year...,Veterans,rep,40,500.0M                    ," January 6, 2019",500000000.0,40.0
564,https://www.gofundme.com/mission-trip-ministering-to-homeless-in-san-diego,"Vienna, VA","Have you ever been homeless?  Without a safety net?  Legitimately wondering where you’re going to sleep that night?  Me neither.  But from December 30 to January 5, I will.  No, this isn’t a bad reality show, like “Christian Fear Factor” or “Homeless Poseur Island.”   Many of you know that I’ve g...",Peter's Mission: Minister 2 San Diego Homeless,rep,2260,1575                    ," December 8, 2018",1575.0,2260.0
565,https://www.gofundme.com/immigration-reform-committee,"Allentown, PA","Fund Fearless Fighters! We need your assistance funding direct political action. The Immigration Reform Committee of the Lehigh Valley Tea Party  (LVTP) performs Banner drops, flyer campaigns, educational seminars, street theater protests and in your face political activism. We understand you may...",Immigration Reform Committee,rep,275,4600                    ," April 9, 2019",4600.0,275.0
566,https://www.gofundme.com/forsythe-for-nh-state-rep,"Webster, New Hampshire","Principled constitutional conservative/libertarian running for State Representative, to continue the great work that Republicans have been doing thus far. U.S. Army Veteran, Combat Medic, father, and nursing student.    The issues: *Fight the opioid epidemic *Smaller government *Pro-Second Amendm...",Forsythe for NH State Rep.,rep,125,1000                    ," June 29, 2018",1000.0,125.0
567,https://www.gofundme.com/22qrnfmx,"Saint Louis, MO","For years I have been broadcasting a pro-American, pro-liberty, pro-independence, message of truth, in an attempt to organically and independently enter the media through a grass roots effort to return realism and truth to covering news and politics.  My YouTube channel, Owen Shroyer, has recentl...",Send Engage Liberty To Cleveland,rep,2000,2000                    ," May 5, 2016",2000.0,2000.0
568,https://www.gofundme.com/fh9wvz-mission-trip,"Madison, GA",I am raising money to go on my first mission trip to the Domican Republican in June with my church Grace Fellowship ...Anything will help... I am excited to take to take this leap in my faith and make my walk with God stronger... I have always wanted to go on a mission trip. Thank you for any don...,Mission Trip,rep,70,900                    ," April 7, 2019",900.0,70.0
569,https://www.gofundme.com/2mfc54s,"Satellite Beach, FL","Does anybody remember the old TV show called ""Queen for a Day?"" Even though I could only watch it when I was home sick from grade school, I vividly remember women in desperate need getting up on stage and sobbingly sharing why they needed a new washer and dryer, or a car, or food for their famili...",Truck Stop Tarmac,rep,1800,1500                    ," August 30, 2016",1500.0,1800.0
570,https://www.gofundme.com/people-affected-by-the-government-shut-down,"Marlton, NJ","December 22, Thirteen days ago our Government was shut down when the Republicans and Democrats couldn’t agree on a solution to handle the request of our President for the funds to secure the borders. President Donald Trump told his cabinet to work with the Democrats on border security and emphasi...",People Affected By The Government Shut Down,rep,40,250000                    ," January 4, 2019",250000.0,40.0
571,https://www.gofundme.com/beyond-race-and-color,"Phoenix, AZ","Cliff Dent of Phoenix, AZ and Don Zolman of Warsaw, Indiana teamed up on October 30, 2018 to present a candid discussion of racial and political issues in the current political climate entitled ""Race and Color in Our Troubled Times"".  Cliff (a black Democrat) and Don (a white Republican) believe...",Beyond Race and Color,rep,640,1000                    ," October 30, 2018",1000.0,640.0
573,https://www.gofundme.com/28y884ws,"Boise, ID","Dear Friends and Family,  I hope you all had a wonderful July Fourth, celebrating our country’s Independence Day!  And hopefully like the Kiska Family, each 4th of July is memorable with BBQs, Family, Friends and Fireworks!  But rather then talking about our weekends, I would like to reflect on i...",Megan Kiska Goes to Cleveland!,rep,1525,2500                    ," July 6, 2016",2500.0,1525.0
574,https://www.gofundme.com/SacCCLCaptoCap,"Sacramento, CA","Benefits: Protecting the health and happiness of humanity requires political will to minimize the risks of a changing climate from human-caused global warming.  What the funds will be used for: I am hoping to travel to Washington D.C. to lobby for the climate, as a Citizens' Climate Lobby (CCL) S...",My Climate Lobbying Trip to D.C.,rep,1853,1800                    ," January 29, 2018",1800.0,1853.0
576,https://www.gofundme.com/tjtr4w-the-craig-lee-city-council-campaign,"Shreveport, LA","LET'S GET PAID  The time has come to introduce a NEW WAY of THINKING and conducting BUSINESS in Shreveport, LA!  A VISIONARY plan, emphasizing CULTURAL DIVERSITY, MUST be implemented IMMEDIATELY if progressive minded citizens hope to erect a POSITIVE IMAGE/BRAND for our city on a GLOBAL s...",The Craig Lee City Council Campaign,rep,2135,75000                    ," October 3, 2018",75000.0,2135.0
577,https://www.gofundme.com/turn-up-american-freedom-rally,"Charlotte, NC","On Saturday October 13th, Carolinas For Trump & The Patriot Wagon will be hosting the ""Turn Up American Freedom"" rally in Indian Trail, NC at the Union County GOP Headquarters.  The purpose of this family-friendly, fun filled event is to get people fired up, enthusiastic, and energized to get off...",Turn Up American Freedom Rally,rep,443,1500                    ," September 6, 2018",1500.0,443.0
579,https://www.gofundme.com/dashboard-equal-justice-under-the-law-share-editlink-menu-1,"Roseville, MI","Young woman in a serious car accident back in December 2017. She spent 4 months, in the hospital, then 7 weeks in a rehab learning to walk, including learning to go up and down the stairs. It has been a tough road, she was driving home from work witnessed an accident when she tried to drive aroun...",Young Mom in Serious Car Accident,rep,6060,250000                    ," January 7, 2018",250000.0,6060.0
580,https://www.gofundme.com/oh-give-me-a-home,"Wilton, ND","But where no buffalo roam, buffalo being notoriously hard to potty-train. I don't say ""housebreak"" because they can do that naturally. ;-)   The introductory photo is where I was camping until we got 6"" of snow Friday November 16.. On a ridgetop with no heat in this ancient stock trailer in the c...",Oh Give Me A Home,rep,165,10000                    ," November 7, 2018",10000.0,165.0
581,https://www.gofundme.com/garage-repair-work-needed,"Carteret, NJ","Our family has lived in Carteret, New Jersey since 1971 as my father passed away 2012 and my mother passed away 2018 as my parents neglected the garage for many years as I received a violation in the mail a few weeks after I told mayor Dan Reiman that he no longer had my support and vote for his...",Garage Repair Work Needed,rep,80,24000                    ," October 26, 2018",24000.0,80.0
582,https://www.gofundme.com/samrobb-for-president-2020,"Tarentum, PA","Trump is well, Trump. The Republicans are either throwing up their hands and saying ""What the hell,"" or pretending he doesn't matter.  meanwhile, the lead Democratic candidates are pretty much all socialists or outright Communists.  I figure that pretty much leaves someone like me as the sole voi...",Samrobb For President 2020,rep,100,100.0M                    ," February 23, 2019",100000000.0,100.0
583,https://www.gofundme.com/save-the-firetruck,"Morton, IL",The Tazewell County Republican Party has had a 1950 Fire truck for use in parades and special events. It was even used in a wedding a few years ago. Recently the engine blew a rod and the  engine is broke.s. We have a person who will replace the engine for us but we need money to have it repaired...,Save the GOP FireTruck,rep,175,3000                    ," June 7, 2018",3000.0,175.0
584,https://www.gofundme.com/vote-them-out,"Kansas City, MO","Vote them out. Our message is clear. If you vote for extreme anti-abortion legislation then we will abort your political carrier. Our plan is simple; we raise lots of money, start a political action committee, and then put up a competitor in each of the anti-abortion politicians districts. Democr...",Vote them out,rep,30,100000                    ," May 19, 2019",100000.0,30.0
585,https://www.gofundme.com/DianeHollandStatue,"Tomball, TX","Our dear friend Diane N. Holland died on April 27, 2017. In tribute to her many years of dedication and service to the Greater Tomball community and in recognition of the tremendous impact she had on the economic development and quality of life of our hometown that she loved so dearly, a group of...",Diane N. Holland Community Memorial,rep,1920,75000                    ," June 3, 2016",75000.0,1920.0
586,https://www.gofundme.com/vn34c-college-tuition,"Bellvue, CO","Hello. My name is Kiana Palmer. I was born and raised in Fort Collins and I attend a college preparatory school on what is considered a very large scholarship. I was granted the opportunity and privilege of attending my current high school, Oldfields School, where I have found life-long friends a...",College Fees for Kiana Palmer class of 2020,rep,2175,2000                    ," April 4, 2019",2000.0,2175.0
587,https://www.gofundme.com/stand-by-mikael039s-oxford-dream, ,"The text is presented in English and Russian. Текст представлен на английском и русском. English/Английский  How I ended up here  “Ladies and gentlemen, welcome to Zvartnots International Airport in Yerevan, local time is…” – I wasn’t listening to the pilot, I was deep in my thoughts: I had 3 exa...",Stand by Mikael's Oxford dream,rep,135,1000                    ," August 28, 2018",1000.0,135.0
588,https://www.gofundme.com/cosby2019,"Adamsville, AL","I have asked for a lot over the years! With the S support of many of you, we have accomplished a lot! But i must come to you once more. I have decided to run for the position of Executive Vice President of The Alabama Young Democrats for 2019 & 2020. As a result of being born and raised in the He...",Cosby For Exec. VP of AL Young Democrats,rep,260,500                    ," April 22, 2019",500.0,260.0
589,https://www.gofundme.com/havearichassfriend,"Mastic, NY","Now is your chance to finally have a rich ass friend.  BALLIN. Make me rich and you could tell people that you once knew me before I was a rich ass millionaire. Donate whatever you can and I promise when I’m rich, I will look down on you poor ass peasants and I won’t invite you to shit because I’...",Have a Rich Ass Friend,rep,25,10.0M                    ," January 21, 2019",10000000.0,25.0
590,https://www.gofundme.com/f-the-wall-help-CA-fire-victims,"Annapolis, MD",summary was NoneType,"F*** the Wall, help CA wildfire victims",rep,45,5.0M                    ," January 11, 2019",5000000.0,45.0
591,https://www.gofundme.com/no-wire-hangers-ever,"Bloomingdale, NJ",Amy will be sending boxes of wire hangers to the Republicans in the Senate as a protest against the appointment of an anti-woman justice to SCOTUS. She will buy the wire hangers and deliver them to the post office... but she would love some help with the cost of the postage. Since she is going to...,No! Wire! Hangers! Ever!!,rep,240,4000                    ," July 3, 2018",4000.0,240.0
