full_name|doing_business_as|license_no|license_type_name|license_status_name|addr_line_1|addr_line_4|addr_city|addr_county|addr_state|addr_zipcode|
DEEP GREEN RIVER LLC|DEEP GREEN RIVER LLC|402-00886|Center - Type 1|Expired|1155 South Cherokee Street|Denver CO  80223|Denver|Denver|CO|80223|
DEEP GREEN RIVER LLC||403-01404|Optional Premises|Expired|1155 South Cherokee Street|Denver CO  80223|Denver|Denver|CO|80223|
DEEP GREEN RIVER LLC||404-00366|Infused Product Manufacturer|Expired|1155 South Cherokee Street|Denver CO  80223|Denver|Denver|CO|80223|
DELTA-9 DELIGHTS LLC|REEFER MADNESS|404-00606|Infused Product Manufacturer|Expired|4425 East 46th Avenue, Unit A,|Denver CO  80216|Denver|Denver|CO|80216|
DENVER BUD COMPANY LLC|DENVER BUD COMPANY|403R-00324|Retail Marijuana Cultivation Facility|Expired|3217 Lake Avenue|Pueblo CO  81004|Pueblo|Pueblo|CO|81004|
DENVER GREEN LABS LLC|COLORADO GREEN LAB|405R-00021|RMJ Testing Facility|Expired|2539 West 8th Avenue|Denver CO  80204|Denver|Denver|CO|80204|
DENVER PACKAGING COMPANY||403-01423|Optional Premises|Expired|5100 Cook Street|Denver CO  80216|Denver|Denver|CO|80216|
DGS INC|THE KIND BLOOM|404-00535|Infused Product Manufacturer|Expired|1870 South Acoma Street|Denver CO  80223|Denver|Denver|CO|80223|
DIGIPATH LABS COLORADO LLC|DIGIPATH LABS|405R-00023|RMJ Testing Facility|Expired|1150 Lipan Street|Denver CO  80223|Denver|Denver|CO|80223|
DKC LLC|VAPOR EXTRACTS|404R-00059|Retail Marijuana Products Mfg|Expired|4960 Jackson Street|Denver CO  80216|Denver|Denver|CO|80216|
DKC LLC|DENVER KUSH CLUB|403R-00285|Retail Marijuana Cultivation Facility|Expired|5 Rex Road|Pueblo CO  81005|Pueblo|Pueblo|CO|81005|
DR J's LLC|DR J's LLC|403-01471|Optional Premises|Expired|3850 East 48th Avenue, Unit E|Denver CO  80216|Denver|Denver|CO|80216|
DR REEFER.COM PUEBLO DISPENSARY LLC|DR REEFER.COM PUEBLO DISPENSARY LLC|402-00632|Center - Type 1|Expired|2334 East Boulder Street|Colorado Springs CO  80909|Colorado Springs|El Paso|CO|80909|
DR REEFER.COM PUEBLO DISPENSARY LLC|DR REEFER.COM PUEBLO DISPENSARY LLC|403-00954|Optional Premises|Expired|2334 East Boulder Street|Colorado Springs CO  80909|Colorado Springs|El Paso|CO|80909|
DR TREEZ INC|DR TREEZ INC|403R-00906|Retail Marijuana Cultivation Facility|Expired|2897 59th Lane|Boone CO  81025|Boone|Pueblo|CO|81025|
DURANGO ALTERNATIVE LLC|ROCKY MOUNTAIN HIGH|403-00241|Optional Premises|Expired|4228 York Street, Unit 103, 106 & 107|Denver CO  80216|Denver|Denver|CO|80216|
DURANGO ALTERNATIVE LLC|ROCKY MOUNTAIN HIGH|402-00578|Center - Type 1|Expired|120 East 36th Street|Durango CO  81301|Durango|La Plata|CO|81301|
DWARF STAR EDIBLES LLC|DWARF STAR EDIBLES|404R-00399|Retail Marijuana Products Mfg|Expired|35715 US Highway 40, Building D, Unit 304|Evergreen CO  80439|Evergreen|Jefferson|CO|80439|
DWARF STAR EDIBLES LLC|DWARF STAR EDIBLES|404-00625|Infused Product Manufacturer|Expired|35715 US Highway 40, Building D, Unit 304|Evergreen CO  80439|Evergreen|Jefferson|CO|80439|
EAGLES NEST WELLNESS CENTER LLC||402-00266|Center - Type 1|Expired|8455 West Highway 24|Cascade CO  80809|Cascade|El Paso|CO|80809|
EAGLES NEST WELLNESS CENTER LLC||403-00399|Optional Premises|Expired|8455 West Highway 24|Cascade CO  80809|Cascade|El Paso|CO|80809|
EARTH ENERGY UNLIMITED LLC|EARTH ENERGY UNLIMITED LLC|404-00620|Infused Product Manufacturer|Expired|24 North Electronic Drive Suite B|Pueblo West CO  81007|Pueblo West|Pueblo|CO|81007|
ELEV8ED EXCELLENCE INC||403R-00590|Retail Marijuana Cultivation Facility|Expired|14890 CR .2|San Acacio CO  81151|San Acacio|Conejos|CO|81151|
ELITE INFUSED LLC||404R-00386|Retail Marijuana Products Mfg|Expired|5724 South College Avenue|Fort Collins CO  80525|Fort Collins|Larimer|CO|80525|
ELITE INFUSED LLC||403R-01045|Retail Marijuana Cultivation Facility|Expired|5724 South College Avenue|Fort Collins CO  80525|Fort Collins|Larimer|CO|80525|
EMERALD CITY WELLNESS LLC|EMERALD CITY|402R-00393|Retail Marijuana Store|Expired|893 East Enterprise Drive|Pueblo West CO  81007|Pueblo West|Pueblo|CO|81007|
EUREKA SUPPLY CO LLC||402R-00291|Retail Marijuana Store|Expired|109 Eureka Street|Central City CO  80427|Central City|Gilpin|CO|80427|
EVERGREEN NURSERY FARMS LLC||403R-00883|Retail Marijuana Cultivation Facility|Expired|2367 Little Burnt Mill Road|Pueblo CO  81005|Pueblo|Pueblo|CO|81005|
EXTREME GREEN GENETICS LLC||403R-00375|Retail Marijuana Cultivation Facility|Expired|3150 Verde Road|Pueblo CO  81004|Pueblo|Pueblo|CO|81004|
FIELD OF GREENS LLC||403R-00992|Retail Marijuana Cultivation Facility|Expired|861 East Enterprise Drive, Unit A,|Pueblo West CO  81007|Pueblo West|Pueblo|CO|81007|
FIFTY2EIGHTY LLC||404-00590|Infused Product Manufacturer|Expired|393 East 2nd Street Unit 1A|Parachute CO  81635|Parachute|Garfield|CO|81635|
FL89 LLC|FROSTED LEAF|403-01631|Optional Premises|Expired|4935 Pearl Street|Denver CO  80216|Denver|Denver|CO|80216|
FL89 LLC|FROSTED LEAF|402-01068|Center - Type 1|Expired|7380 East Colfax Avenue|Denver CO  80220|Denver|Denver|CO|80220|
FOUNTAIN ORGANICS LLC|FOUNTAIN ORGANICS|403-01606|Optional Premises|Expired|1752 Shasta Draive|Colorado Springs CO  80910|Colorado Springs|El Paso|CO|80910|
FOX STREET WELLNESS LLC|THE PROPER EXTRACTS|404-00053|Infused Product Manufacturer|Expired|4773 Fox Street|Denver CO  80216|Denver|Denver|CO|80216|
FREDRICK JENKINS LLC|MT GROWERS|403R-00583|Retail Marijuana Cultivation Facility|Expired|705 Elm Street|Pueblo CO  81004|Pueblo|Pueblo|CO|81004|
FRONT RANGE ANALYTICAL LLC|STEEP HILL HALENT OF COLORADO|405R-00002|RMJ Testing Facility|Expired|4890 Ironton Street  Units I-J|Denver CO  80239|Denver|Denver|CO|80239|
FRONT RANGE ANALYTICAL LLC|STEEP HILL HALENT OF COLORADO|405-00015|MMJ Testing Facility|Expired|4890 Ironton Street, Units I-J|Denver CO  80239|Denver|Denver|CO|80239|
G AND D EQUITY VISION LLC||404-00400|Infused Product Manufacturer|Expired|3106 N Stone Ave, Unit A|Colorado Springs CO  80907|Colorado Springs|El Paso|CO|80907|
G AND D EQUITY VISION LLC||403-01496|Optional Premises|Expired|3106 North Stone Avenue, Unit A|Colorado Springs CO  80907|Colorado Springs|El Paso|CO|80907|
GG-MMD INC|THE MESA|402-00921|Center - Type 1|Expired|920 East Spaulding Avenue|Pueblo West CO  81007|Pueblo West|Pueblo|CO|81007|
GG-MMD INC|GG-MMD INC|403-01454|Optional Premises|Expired|920 East Spaulding Avenue|Pueblo West CO  81007|Pueblo West|Pueblo|CO|81007|
GMC LLC|GREEN MAN CANNABIS|402-00500|Center - Type 2|Expired|1355 Santa Fe Drive, Suite F|Denver CO  80204|Denver|Denver|CO|80204|
GMC LLC|GREEN MAN CANNABIS|403-00738|Optional Premises|Expired|2175 South Platte River Drive |Denver CO  80223|Denver|Denver|CO|80223|
GRAND TRAVERSE HOLDINGS LLC||403-01651|Optional Premises|Expired|4430 Garfield Street|Denver CO  80216|Denver|Denver|CO|80216|
GRAND TRAVERSE HOLDINGS LLC||404-00453|Infused Product Manufacturer|Expired|4444 North Garfield Street, Suite 101|Denver CO  80216|Denver|Denver|CO|80216|
GREEN CROSS LLC|GREEN CROSS OF CHERRY CREEK|402R-00609|Retail Marijuana Store|Expired|3400 South Oneida Way, Suite 101|Denver CO  80224|Denver|Denver|CO|80224|
GREEN ESSENTIALS MEDICAL LLC|GREEN ESSENTIALS MEDICAL LLC|403-00163|Optional Premises|Expired|3768 Hwy 82, Unit 103-203B|Glenwood Springs CO  81601|Glenwood Springs|Garfield|CO|81601|
GREEN ESSENTIALS MEDICAL LLC||403-01359|Optional Premises|Expired|2520 Lower River Road|Snowmass CO  81654|Snowmass|Pitkin|CO|81654|
GREEN KIWI 4 LLC|THE BEACON|402-00580|Center - Type 1|Expired|1740 East Main Street, Suite 2|Cortez CO  81321|Cortez|Montezuma|CO|81321|
GREEN KIWI 4 LLC|THE BEACON|403-00861|Optional Premises|Expired|1740 East Main Street|Cortez CO  81321|Cortez|Montezuma|CO|81321|
GREEN LAB SOLUTIONS COMPANY LLC||405R-00024|RMJ Testing Facility|Expired|146 Sawyer Drive, Unit D|Durango CO  81303|Durango|La Plata|CO|81303|
GREEN LAB SOLUTIONS COMPANY LLC||405-00012|MMJ Testing Facility|Expired|146 Sawyer Drive, Unit D|Durango CO  81303|Durango|La Plata|CO|81303|
GREEN LEAF LLC||403-00014|Optional Premises|Expired|1441 West 46th Avenue, Units 1, 2 & 3|Denver CO  80211|Denver|Denver|CO|80211|
GREEN LEAF LLC||403-01361|Optional Premises|Expired|1441 West 46th Avenue, Units 20, 21 & 22|Denver CO  80211|Denver|Denver|CO|80211|
GREEN MEDICALS INC|GREEN DOOR WELLNESS CENTER#2|403-01107|Optional Premises|Expired|777 Umatilla Street, Suite E|Denver CO  80204|Denver|Denver|CO|80204|
GREEN MEDICALS WELLNESS CENTER #5 LLC|SMOKEYS|402R-00349|Retail Marijuana Store|Expired|5740 S College Ave, Unit C|Fort Collins CO  80525|Fort Collins|Larimer|CO|80525|
GREEN MEDICALS WELLNESS CENTER #5 LLC|SMOKEY?S|403R-00387|Retail Marijuana Cultivation Facility|Expired|2515 7th Avenue|Garden City CO  80631|Garden City|Weld|CO|80631|
GREEN MEDICINE RANCH LLC||403R-00793|Retail Marijuana Cultivation Facility|Expired|7872 West State Highway 96|Pueblo CO  81005|Pueblo|Pueblo|CO|81005|
GREEN MOUNTAIN CARE GROUP LLC|GREEN MOUNTAIN CARE|403-00263|Optional Premises|Expired|777 Canosa Court, Unit 101|Denver CO  80204|Denver|Denver|CO|80204|
GREEN MOUNTAIN CARE GROUP LLC|GREEN MOUNTAIN CARE|402-00253|Center - Type 1|Expired|5423 South Prince Street|Littleton CO  80120|Littleton|Arapahoe|CO|80120|
GREEN NATURAL SOLUTIONS INC||403-00382|Optional Premises|Expired|3 Seven Oaks Road|Glenwood Springs CO  81601|Glenwood Springs|Garfield|CO|81601|
GREEN NATURAL SOLUTIONS INC||403-01249|Optional Premises|Expired|4501 Silt Mesa Road|Rifle CO  81650|Rifle|Garfield|CO|81650|
GREEN THUMB ORGANICS INC||402-00278|Center - Type 1|Expired|4945 Pearl St|Denver CO  80216|Denver|Denver|CO|80216|
GREEN THUMB ORGANICS INC||403-00412|Optional Premises|Expired|4945 Pearl St|Denver CO  80216|Denver|Denver|CO|80216|
GREEN THUMB ORGANICS INC||404-00112|Infused Product Manufacturer|Expired|4941 Pearl St|Denver CO  80216|Denver|Denver|CO|80216|
GREEN THUMBZ LLC|GREEN THUMBS LLC|403R-00680|Retail Marijuana Cultivation Facility|Expired|77 North Laser Drive, Suite X|Pueblo West CO  81007|Pueblo West|Pueblo|CO|81007|
GREENHILL LABORATORIES LLC||405R-00017|RMJ Testing Facility|Expired|1101 Village Road,  Suite LL4C and LL5C|Carbondale CO  81623|Carbondale|Garfield|CO|81623|
GREENHILL LABORATORIES LLC|GREENHILL LABORATORIES LLC|405-00007|MMJ Testing Facility|Expired|1101 Village Road, Suite LL4C & LL5C|Carbondale CO  81623|Carbondale|Garfield|CO|81623|
GREG INC||403R-00789|Retail Marijuana Cultivation Facility|Expired|0 County Road 330|Walsenburg CO  81089|Walsenburg|Huerfano|CO|81089|
GROW GREEN GROUP LLC|GROW GREEN CANNABIS COMPANY|403R-00769|Retail Marijuana Cultivation Facility|Expired|2190 Pope Valley Ranch Road|Pueblo CO  81005|Pueblo|Pueblo|CO|81005|
GSTVA ENTERPRISES LLC|GSTVA ENTERPRISES LLC|403R-00956|Retail Marijuana Cultivation Facility|Expired|631 East Industrial Boulevard|Pueblo West CO  81007|Pueblo West|Pueblo|CO|81007|
HALL CANNABIS FARMS||403R-00616|Retail Marijuana Cultivation Facility|Expired|101 North Dayton Avenue, Building A|Pueblo CO  81003|Pueblo|Pueblo|CO|81003|
HAPPY BUDDHA WELLNESS CENTER LLC||403-01164|Optional Premises|Expired|1419 Woolsey Heights |Colorado Springs CO  80915|Colorado Springs|El Paso|CO|80915|
HAPPY BUDDHA WELLNESS CENTER LLC|HONEY COMB EXTRACTS|404-00569|Infused Product Manufacturer|Expired|1415 Woolsey Heights|Colorado Springs CO  80915|Colorado Springs|El Paso|CO|80915|
HAPPY GARDEN INC||403R-01066|Retail Marijuana Cultivation Facility|Expired|3746 Canyon Heights Road|Pueblo CO  81005|Pueblo|Pueblo|CO|81005|
HAYDEN GREEN GROW LLC||403R-00846|Retail Marijuana Cultivation Facility|Expired|431 Enterprise Street|Hayden CO  81639|Hayden|Routt|CO|81639|
HEALTHY CREATION EDIBLES||404-00292|Infused Product Manufacturer|Expired|1650 East 47th Avenue|Denver CO  80216|Denver|Denver|CO|80216|
HEALTHY CREATION EDIBLES||403-01169|Optional Premises|Expired|1650 East 47th Avenue|Denver CO  80216|Denver|Denver|CO|80216|
HEALTHY FOODS LLC||404-00331|Infused Product Manufacturer|Expired|2000 South Dahlia Street, Unit 250C|Denver CO  80222|Denver|Denver|CO|80222|
HEALTHY FOODS LLC||404R-00043|Retail Marijuana Products Mfg|Expired|2000 South Dahlia Street, 250C|Denver CO  80222|Denver|Denver|CO|80222|
HEAVYBAG SUPPLY COMPANY LLC||403R-00352|Retail Marijuana Cultivation Facility|Expired|521 SANTA FE DRIVE|Pueblo CO  81006|Pueblo|Pueblo|CO|81006|
HEAVYBAG SUPPLY COMPANY LLC||404R-00082|Retail Marijuana Products Mfg|Expired|521 SANTA FE DRIVE|Pueblo CO  81006|Pueblo|Pueblo|CO|81006|
HERBAL WELLNESS LLC||402R-00731|Retail Marijuana Store|Expired|1428 East Third Avenue|Longmont CO  80501|Longmont|Boulder|CO|80501|
HERE WE GO INC||403R-00799|Retail Marijuana Cultivation Facility|Expired|4825 North Interstate 25|Pueblo CO  81005|Pueblo|Pueblo|CO|81005|
HERIKAT INC|ROSE BUD PRODUCTIONS|402-00908|Center - Type 1|Expired|202 South Neilson|Pueblo CO  81001|Pueblo|Pueblo|CO|81001|
HERIKAT INC|ROSE BUD PRODUCTIONS|403-01435|Optional Premises|Expired|2298 East State Highway 96|Pueblo CO  81006|Pueblo|Pueblo|CO|81006|
HERIKAT INC|ROSE BUD PRODUCTIONS|402R-00201|Retail Marijuana Store|Expired|2298 East State Highway 96|Pueblo CO  81001|Pueblo|Pueblo|CO|81001|
HERITAGE ORGANICS LLC|HERITAGE ORGANICS|402-00068|Center - Type 1|Expired|401 Broadway, Suite A|Penrose CO  81240|Penrose|Fremont|CO|81240|
HERITAGE ORGANICS LLC|HERITAGE ORGANICS|403-00092|Optional Premises|Expired|84 North Precision Drive|Pueblo West CO  81007|Pueblo West|Pueblo|CO|81007|
HGCO LLC||403-01706|Optional Premises|Expired|3725 Salem Street|Denver CO  80239|Denver|Denver|CO|80239|
HGCO LLC||402-01177|Center - Type 1|Expired|12545 East 37th Avenue|Denver CO  80239|Denver|Denver|CO|80239|
HGCO LLC||404-00533|Infused Product Manufacturer|Expired|3725 Salem  Street|Denver CO  80239|Denver|Denver|CO|80239|
HGCO LLC||404-00534|Infused Product Manufacturer|Expired|4400 Garfield Street|Denver CO  80216|Denver|Denver|CO|80216|
HIGH ALTITUDE FARMS LLC||403R-00504|Retail Marijuana Cultivation Facility|Expired|1035 Newton Road|Pueblo CO  81005|Pueblo|Pueblo|CO|81005|
HIGH DESERT CULTIVATIONS LLC||403R-00740|Retail Marijuana Cultivation Facility|Expired|41435 Harbour Road|Avondale CO  81022|Avondale|Pueblo|CO|81022|
HIGHER FUNCTION LLC||402R-00541|Retail Marijuana Store|Expired|21801 US Highway 6|Keystone CO  80435|Keystone|Summit|CO|80435|
HQ CLIFFS LLC|HIGH Q PALISADE|402R-00714|Retail Marijuana Store|Expired|528 Iowa Avenue, Units A & B|Palisade CO  81526|Palisade|Mesa|CO|81526|
HWMF LLC|ROCKIN EXTRACTS|403R-01047|Retail Marijuana Cultivation Facility|Expired|2307 Pope Valley Ranch Road|Pueblo CO  81005|Pueblo|Pueblo|CO|81005|
INDOOR HORTICULTURE CENTERS LLC|SANTE ALTERNATIVE WELLNESS|402-00515|Center - Type 1|Expired|742 1/2 Main Avenue |Durango CO  81301|Durango|La Plata|CO|81301|
INSPIRED SPECIALTY PRODUCTS LLC|THE MAGIC BUZZ|404R-00081|Retail Marijuana Products Mfg|Expired|1101 Village Road, Unit UL3B|Carbondale CO  81623|Carbondale|Garfield|CO|81623|
J & J MOUNTAIN MEDICALS LLC||402-00586|Center - Type 1|Expired|11505 US Highway 24 West|Divide CO  80814|Divide|Teller|CO|80814|
J & J MOUNTAIN MEDICALS LLC||403-00871|Optional Premises|Expired|11505 US Highway 24 West|Divide CO  80814|Divide|Teller|CO|80814|
J&R PARTNERS LLC|J&R PARTNERS LLC|403-01415|Optional Premises|Expired|041290 Highway 6, Unit B5|Avon CO  81620|Avon|Eagle|CO|81620|
J&R PARTNERS LLC|NATIVE ROOTS VAIL|403R-00292|Retail Marijuana Cultivation Facility|Expired|041290 Highway 6, Unit B5|Avon CO  81620|Avon|Eagle|CO|81620|
J2JCO LLC|FIRE MEDS|404-00565|Infused Product Manufacturer|Expired|1428 North Circle Drive, Unit #2|Colorado Springs CO  80909|Colorado Springs|El Paso|CO|80909|
JAG FARMS LLC||403R-00746|Retail Marijuana Cultivation Facility|Expired|428 South McCulloch Boulevard Unit B|Pueblo West CO  81007|Pueblo West|Pueblo|CO|81007|
JCS YUYO DOSTIPOS LLC|YUYO|402R-00469|Retail Marijuana Store|Expired|12365 U.S. Highway 34|Grand Lake CO  80447|Grand Lake|Grand|CO|80447|
JDC LLC|A KIND PLACE|402-00855|Center - Type 1|Expired|938 North College Avenue|Fort Collins CO  80524|Fort Collins|Larimer|CO|80524|
JDC LLC|A KIND PLACE|403-01318|Optional Premises|Expired|938 North College Avenue|Fort Collins CO  80524|Fort Collins|Larimer|CO|80524|
JOHN SECKMAN AND ASSOCIATES LLC|JOHN SECKMAN AND ASSOCIATES LLC|407-00004|MMJ Operator|Expired|961 Colorado Highway 103|Idaho Springs CO  80452|Idaho Springs|Clear Creek|CO|80452|
JPJR AND ASSOCIATES LLC|WIDESPREAD BANNOCK|403R-00260|Retail Marijuana Cultivation Facility|Expired|1196 South Bannock  Street|Denver CO  80223|Denver|Denver|CO|80223|
JPJR AND ASSOCIATES LLC|STASH HOUSE|402R-00591|Retail Marijuana Store|Expired|4707 Lipan Street |Denver CO  80211|Denver|Denver|CO|80211|
JSC PRODUCTS INC||404R-00292|Retail Marijuana Products Mfg|Expired|12600 Smith Road|Aurora CO  80011|Aurora|Adams|CO|80011|
JTR CAREGIVERS LLC|HELPING HANDS HERBALS|403-01436|Optional Premises|Expired|5735 Arapahoe Avenue, Unit B1|Boulder CO  80303|Boulder|Boulder|CO|80303|
JVT ENTERPRISES INC|COLORADO CANNABIS CONNECTION|404-00393|Infused Product Manufacturer|Expired|1075 South Jason Street|Denver CO  80223|Denver|Denver|CO|80223|
KGBI COLORADO LLC|SENSE OF HEALING|404-00554|Infused Product Manufacturer|Expired|1005 Federal Boulevard|Denver CO  80204|Denver|Denver|CO|80204|
KIND CARE OF COLORADO LLC|KIND CARE OF COLORADO LLC|403-01295|Optional Premises|Expired|5716 Bueno Drive|Fort Collins CO  80525|Fort Collins|Larimer|CO|80525|
KIND CARE OF COLORADO LLC|KIND CONCENTRATES OF COLORADO|404-00332|Infused Product Manufacturer|Expired|6617 South College Avenue|Fort Collins CO  80525|Fort Collins|Larimer|CO|80525|
KIND THERAPEUTICS INC|KIND THERAPEUTICS INC|404-00530|Infused Product Manufacturer|Expired|549 East Cimarron Street|Colorado Springs CO  80903|Colorado Springs|El Paso|CO|80903|
KIND THERAPEUTICS INC|KIND THERAPEUTICS  INC|403-01799|Optional Premises|Expired|549 East Cimarron Street|Colorado Springs CO  80903|Colorado Springs|El Paso|CO|80903|
KORU HEALING LLC|KORU HEALING|404-00572|Infused Product Manufacturer|Expired|345 Rogers Lane|Durango CO  81303|Durango|La Plata|CO|81303|
KORU HEALING LLC|KORU HEALING|403-01861|Optional Premises|Expired|345 Rogers Lane|Durango CO  81303|Durango|La Plata|CO|81303|
KP LLC|BINSKE|403-01671|Optional Premises|Expired|228 Arthur Avenue|Oak Creek CO  80467|Oak Creek|Routt|CO|80467|
KTA LLC|THE LODGE|403-01591|Optional Premises|Expired|3944 High Street|Denver CO  80205|Denver|Denver|CO|80205|
KTA LLC|THE LODGE|403R-00866|Retail Marijuana Cultivation Facility|Expired|3944 High Street|Denver CO  80205|Denver|Denver|CO|80205|
LA MONTAGNE LLC||404-00469|Infused Product Manufacturer|Expired|643 Kalamath Street, 2nd Floor|Denver CO  80204|Denver|Denver|CO|80204|
LA PATRONAS LLC|HERBZ|402R-00653|Retail Marijuana Store|Expired|150 West 10th Street|Durango CO  81301|Durango|La Plata|CO|81301|
LARSEN GROUP II LLC||404R-00240|Retail Marijuana Products Mfg|Expired|206 Elm Street|Log Lane Village CO  80705|Log Lane Village|Morgan|CO|80705|
LARSEN GROUP II LLC||404-00557|Infused Product Manufacturer|Expired|206 Elm Street|Log Lane Village CO  80705|Log Lane Village|Morgan|CO|80705|
LARSEN GROUP II LLC|KJL COMPOUNDS|404-00563|Infused Product Manufacturer|Expired|3215 East 42nd Avenue|Denver CO  80216|Denver|Denver|CO|80216|
LARSEN GROUP LLC|THE GREEN STOP|402-00937|Center - Type 1|Expired|206 Elm Street|Log Lane Village CO  80705|Log Lane Village|Morgan|CO|80705|
LARSEN GROUP LLC|THE GREEN STOP|403-01476|Optional Premises|Expired|206 Elm Drive|Log Lane Village CO  80705|Log Lane Village|Morgan|CO|80705|
LARSEN GROUP LLC||404-00387|Infused Product Manufacturer|Expired|130 Maine Street, Unit B|Log Lane Village CO  80705|Log Lane Village|Morgan|CO|80705|
LIGHTSHADE LABS LLC|LIGHTSHADE|402R-00292|Retail Marijuana Store|Expired|5380 S Parker Rd|Aurora CO  80015|Aurora|Arapahoe|CO|80015|
LIGHTSHADE LABS LLC|LIGHTSHADE LABS|403R-00739|Retail Marijuana Cultivation Facility|Expired|4665 Nautilus Court, Suite 400|Boulder CO  80301|Boulder|Boulder|CO|80301|
LIGHTSHADE LABS LLC|LIGHTSHADE|403-01918|Optional Premises|Expired|4665 Nautilus Court, Suite 400|Boulder CO  80301|Boulder|Boulder|CO|80301|
LITTLE BROWN HOUSE DISPENSARY LLC|LITTLE BROWN HOUSE|403-00440|Optional Premises|Expired|4425 East 46th Avenue, Unit A|Denver CO  80216|Denver|Denver|CO|80216|
LJM INC|LJM INC|403R-00648|Retail Marijuana Cultivation Facility|Expired|8250 Mallory Drive|Colorado City CO  81019|Colorado City|Pueblo|CO|81019|
LONGMONT P&P LLC|EUFLORA|402R-00720|Retail Marijuana Store|Expired|230 South Main Street Suite B|Longmont CO  80501|Longmont|Boulder|CO|80501|
LOTUS MEDICAL II LLC||402-00318|Center - Type 1|Expired|3107 28th Street, Unit B|Boulder CO  80301|Boulder|Boulder|CO|80301|
LOTUS MEDICAL II LLC||403-00475|Optional Premises|Expired|2257 South Kalamath Street|Denver CO  80223|Denver|Denver|CO|80223|
LUCID RESEARCH LLC|RINO RESEARCH|404-00528|Infused Product Manufacturer|Expired|1138 Yuma Court|Denver CO  80204|Denver|Denver|CO|80204|
LUCID RESEARCH LLC|RINO RESEARCH|403-01796|Optional Premises|Expired|1138 Yuma Court|Denver CO  80204|Denver|Denver|CO|80204|
LUX INC|THE LUX LEAF|404-00462|Infused Product Manufacturer|Expired|2222 West Colorado Avenue|Colorado Springs CO  80904|Colorado Springs|El Paso|CO|80904|
MADBYT LLC||403R-00626|Retail Marijuana Cultivation Facility|Expired|4582 44th Lane|Avondale CO  81022|Avondale|Pueblo|CO|81022|
MADISON ENTERPRISES LLC|PINK HOUSE CHERRY|402-00334|Center - Type 1|Expired|111 South Madison Street, Suite 111|Denver CO  80209|Denver|Denver|CO|80209|
MADISON ENTERPRISES LLC|PINK HOUSE CHERRY|403-00501|Optional Premises|Expired|10665 East 51st Avenue|Denver CO  80239|Denver|Denver|CO|80239|
MADISON ENTERPRISES LLC|PINK HOUSE CHERRY|402R-00710|Retail Marijuana Store|Expired|111 South Madison Street Suite 111|Denver CO  80239|Denver|Denver|CO|80239|
MARICARE LLC||404-00034|Infused Product Manufacturer|Expired|3512 North Tejon Street, Suite 100|Colorado Springs CO  80907|Colorado Springs|El Paso|CO|80907|
MARY JANES MEDICINALS LLC|MARY JANE'S MEDICINALS|403R-00446|Retail Marijuana Cultivation Facility|Expired|761 Vance Drive|Telluride CO  81435|Telluride|San Miguel|CO|81435|
MEACHAM & CO LLC|RX GREEN|404-00413|Infused Product Manufacturer|Expired|730 East Cooper Avenue, Suite 103 |Aspen CO  81611|Aspen|Pitkin|CO|81611|
MEACHAM & CO LLC|RX GREEN|404R-00109|Retail Marijuana Products Mfg|Expired|730 East Cooper Avenue, Suite 103|Aspen CO  81611|Aspen|Pitkin|CO|81611|
MEDIBIS LLC||402-00780|Center - Type 1|Expired|3701 North Nevada Avenue|Colorado Springs CO  80907|Colorado Springs|El Paso|CO|80907|
MEDIBIS LLC||403-01185|Optional Premises|Expired|3701 North Nevada Avenue|Colorado Springs CO  80907|Colorado Springs|El Paso|CO|80907|
MEDICAL MJ SUPPLY LLC|BEST COLORADO MEDS|403-01424|Optional Premises|Expired|120 Hemlock, Units 110 & 120|Fort Collins CO  80524|Fort Collins|Larimer|CO|80524|
MEDICINAL WELLNESS CENTER LLC|OASIS CANNABIS CONCENTRATES|404-00051|Infused Product Manufacturer|Expired|5195 East 39th Avenue, Suite 101|Denver CO  80207|Denver|Denver|CO|80207|
MEDICINAL WELLNESS CENTER LLC||403-00833|Optional Premises|Expired|5195 East 39th Avenue Unit 102|Denver CO  80207|Denver|Denver|CO|80207|
MEDICINAL WELLNESS CENTER LLC|MEDICINAL OASIS LLC|403-01260|Optional Premises|Expired|1255 West Virginia Avenue|Denver CO  80223|Denver|Denver|CO|80223|
MEGA GIANT LLC|WEHI|404-00380|Infused Product Manufacturer|Expired|3845 Forest Street|Denver CO  80227|Denver|Denver|CO|80227|
MHSDGO LLC|MHS|402-00535|Center - Type 1|Expired|789 Tech Center Drive, Unit E|Durango CO  81301|Durango|La Plata|CO|81301|
MHSDGO LLC|MHS|403-00792|Optional Premises|Expired|789 Tech Center Drive, Unit E|Durango CO  81301|Durango|La Plata|CO|81301|
MILE HIGH CANDY COMPANY LLC|MILE HIGH CONFECTIONS|403-01625|Optional Premises|Expired|1055 South Fox Street|Denver CO  80223|Denver|Denver|CO|80223|
MILE HIGH CANDY COMPANY LLC|MILE HIGH CONFECTIONS|404-00444|Infused Product Manufacturer|Expired|1055 South Fox Street|Denver CO  80223|Denver|Denver|CO|80223|
MILE HIGH GREEN CROSS LLC||402-00920|Center - Type 1|Expired|852 North Broadway|Denver CO  80203|Denver|Denver|CO|80203|
MILE HIGH HOLISTICS LLC|MILE HIGH HOLSITICS LLC|402-00638|Center - Type 1|Expired|198 County Line Road|Palmer Lake CO  80133|Palmer Lake|El Paso|CO|80133|
