full_name|doing_business_as|license_no|license_type_name|license_status_name|addr_line_1|addr_line_4|addr_city|addr_county|addr_state|addr_zipcode|
CAM CORPORATION|CAM CORP|402-00019|Center - Type 2|Voluntary Surrender|2394 South Broadway|Denver CO  80210|Denver|Denver|CO|80210|
CANNA COMPANY|CANNACO|402-01247|Center - Type 1|Voluntary Surrender|3019 Toupal Drive|Trinidad CO  81082|Trinidad|Las Animas|CO|81082|
CANNA COMPANY|CANNACO|404-00596|Infused Product Manufacturer|Voluntary Surrender|3019 Toupal Drive|Trinidad CO  81082|Trinidad|Las Animas|CO|81082|
CANNABICARE INC|THE CARE|403-01378|Optional Premises|Voluntary Surrender|3512 North Tejon Street|Colorado Springs CO  80907|Colorado Springs|El Paso|CO|80907|
CANNABIS CORP|THE JOINT BY CANNABIS|402-00198|Center - Type 1|Voluntary Surrender|4735 West 38th Avenue|Denver CO  80212|Denver|Denver|CO|80212|
CANNABIS CORP|CANNABIS|404-00495|Infused Product Manufacturer|Voluntary Surrender|9670 Dallas Street, Unit K|Henderson CO  80640|Henderson|Adams|CO|80640|
CANNABIS CORP|CANNABIS|404R-00172|Retail Marijuana Products Mfg|Voluntary Surrender|9670 Dallas Street, Unit K|Henderson CO  80640|Henderson|Adams|CO|80640|
CANNABIS FOR HEALTH LLC||403-00207|Optional Premises|Voluntary Surrender|3835 North Paris Street|Denver CO  80239|Denver|Denver|CO|80239|
CANNABIS KING LLC|GREEN DRAGON COLORADO|402-00154|Center - Type 1|Voluntary Surrender|930 West Byers Place|Denver CO  80223|Denver|Denver|CO|80223|
CANNABIS KING LLC|GREENWERKZ|403-00224|Optional Premises|Voluntary Surrender|830 North Wyandot Street|Denver CO  80204|Denver|Denver|CO|80204|
CANNABIS KING LLC|GREENWERKZ|403R-00044|Retail Marijuana Cultivation Facility|Voluntary Surrender|830 North Wyandot Street|Denver CO  80204|Denver|Denver|CO|80204|
CANNAMOUNT FARMS LLC||403R-00675|Retail Marijuana Cultivation Facility|Voluntary Surrender|7820 Soda Creek Road|Pueblo CO  81005|Pueblo|Pueblo|CO|81005|
CANNATONIC LLC||403R-00442|Retail Marijuana Cultivation Facility|Voluntary Surrender|400 Industrial Park Road|Gunnison CO  81230|Gunnison|Gunnison|CO|81230|
CANNXTRACTS LLC||403-01087|Optional Premises|Voluntary Surrender|5595 Arapahoe, Unit A,|Boulder CO  80303|Boulder|Boulder|CO|80303|
CANNXTRACTS LLC||404-00364|Infused Product Manufacturer|Voluntary Surrender|5595 Arapahoe Avenue, Unit D1|Boulder CO  80303|Boulder|Boulder|CO|80303|
CANNXTRACTS LLC||403-01407|Optional Premises|Voluntary Surrender|5595 Arapahoe Avenue, Unit D1|Boulder CO  80303|Boulder|Boulder|CO|80303|
CAREGIVERS FOR LIFE LLC||403-00452|Optional Premises|Voluntary Surrender|2744 West 4th Avenue, Unit 200|Denver CO  80219|Denver|Denver|CO|80219|
CARMIC INVESTMENT LLC|THE GOLDEN GOAT|402-00797|Center - Type 2|Voluntary Surrender|7801 E. Colfax Avenue|Denver CO  80220|Denver|Denver|CO|80220|
CARMIC INVESTMENT LLC|THE GOLDEN GOAT|403-01205|Optional Premises|Voluntary Surrender|4242 Elizabeth Street|Denver CO  80216|Denver|Denver|CO|80216|
CATTLE CREEK CULTIVATIONS LLC||403R-00345|Retail Marijuana Cultivation Facility|Voluntary Surrender|420 Upper Cattle Creek Road, Lot 4|Carbondale CO  81623|Carbondale|Eagle|CO|81623|
CBC INDUSTRIES LLC||403R-00890|Retail Marijuana Cultivation Facility|Voluntary Surrender|80 Buckley Drive|Crested Butte CO  81224|Crested Butte|Gunnison|CO|81224|
CC GROUP|CANNA CAREGIVERS WEST|402-00931|Center - Type 1|Voluntary Surrender|1914 West Uintah Street|Colorado Springs CO  80904|Colorado Springs|El Paso|CO|80904|
CEDAR KEY CANNABIS LLC|CEDAR KEY CANNABIS|404R-00242|Retail Marijuana Products Mfg|Voluntary Surrender|100 Campbell Lane, Unit B|Ridgway CO  81432|Ridgway|Ouray|CO|81432|
CERES COLORADO LLC|CERES GROUP|404R-00173|Retail Marijuana Products Mfg|Voluntary Surrender|3815 County Road 2 |Silverton CO  81433|Silverton|San Juan|CO|81433|
CG NETWORK LLC|GROUNDSWELL|403-00237|Optional Premises|Voluntary Surrender|4360 Vine Street|Denver CO  80216|Denver|Denver|CO|80216|
CG NETWORK LLC|GROUNDSWELL|403-00546|Optional Premises|Voluntary Surrender|4360 Vine Street|Denver CO  80216|Denver|Denver|CO|80216|
CGFR GROUP INC|KRYSTALEAVES|402-01257|Center - Type 1|Voluntary Surrender|5301 Vasquez Boulevard Unit 101|Commerce City CO  80022|Commerce City|Adams|CO|80022|
CGFR GROUP INC|KRYSTALEAVES|403-01900|Optional Premises|Voluntary Surrender|5301 Vasquez Boulevard Unit 102|Commerce City CO  80022|Commerce City|Adams|CO|80022|
CGFR GROUP INC|KRYSTALEAVES|404-00610|Infused Product Manufacturer|Voluntary Surrender|5301 Vasquez Boulevard Unit 102|Commerce City CO  80022|Commerce City|Adams|CO|80022|
CHARAS SCIENTIFIC COLORADO LLC|CHARAS SCIENTIFIC|405R-00013|RMJ Testing Facility|Voluntary Surrender|3795 Paris Street, Unit A|Denver CO  80239|Denver|Denver|CO|80239|
CJJ SERVICES LLC|SACRED SEED PHARMS|404-00101|Infused Product Manufacturer|Voluntary Surrender|5885 East Evans Avenue|Denver CO  80222|Denver|Denver|CO|80222|
CL PROCESSES LLC||404-00575|Infused Product Manufacturer|Voluntary Surrender|3770 North Joliet Street|Denver CO  80239|Denver|Denver|CO|80239|
CLAUDETTE HOMEGROWN LLC|MOUNTAIN MEDICINES|404-00265|Infused Product Manufacturer|Voluntary Surrender|334 East Colfax Avenue|Denver CO  80203|Denver|Denver|CO|80203|
CLAUDETTE HOMEGROWN LLC|MOUNTAIN MEDICINES|404R-00007|Retail Marijuana Products Mfg|Voluntary Surrender|334 East Colfax Avenue|Denver CO  80203|Denver|Denver|CO|80203|
CLAYSTONE CONSULTING INC|Mile High MIPS|404-00041|Infused Product Manufacturer|Voluntary Surrender|3945 East 50th Avenue|Denver CO  80216|Denver|Denver|CO|80216|
CLAYSTONE CONSULTING INC|ARTISAN EDIBLES OF DENVER|404R-00062|Retail Marijuana Products Mfg|Voluntary Surrender|3896 Morrison Road|Denver CO  80219|Denver|Denver|CO|80219|
CMT LABORATORIES LLC||405R-00004|RMJ Testing Facility|Voluntary Surrender|6767 East 39th Avenue, Unit 103|Denver CO  80207|Denver|Denver|CO|80207|
CMT LABORATORIES LLC||405-00009|MMJ Testing Facility|Voluntary Surrender|6767 East 39th Avenue, Unit 103|Denver CO  80207|Denver|Denver|CO|80207|
COG LLC|CALIFORNIA ORIGINAL GENETICS |403R-00710|Retail Marijuana Cultivation Facility|Voluntary Surrender|901 West 9th Street, Unit 100|Pueblo CO  81003|Pueblo|Pueblo|CO|81003|
COG2 LLC||403R-00662|Retail Marijuana Cultivation Facility|Voluntary Surrender|901 West 9th Street, Unit 200|Pueblo CO  81003|Pueblo|Pueblo|CO|81003|
COLES COLORADO CANNABIS||403R-00909|Retail Marijuana Cultivation Facility|Voluntary Surrender|46103 County Road N|Saguache CO  81149|Saguache|Saguache|CO|81149|
COLLIENTI ENTERPRISES INC|CANNABIS QUEEN JERKY|404R-00141|Retail Marijuana Products Mfg|Voluntary Surrender|214C Aspen Airport Business Center|Aspen CO  81611|Aspen|Pitkin|CO|81611|
COLLIENTI ENTERPRISES INC|CANNABIS QUEEN JERKY|404-00465|Infused Product Manufacturer|Voluntary Surrender|214C Aspen Airport Business Center|Aspen CO  81611|Aspen|Pitkin|CO|81611|
COLORADO ALTERNATIVE HEALTH CARE LTD|PALISADES HEALTH CARE|403-01512|Optional Premises|Voluntary Surrender|3824 Highline Canal Road|Palisade CO  81526|Palisade|Mesa|CO|81526|
COLORADO APOTHECARY & WELLNESS CENTER INC|Colorado Apothecary & Wellness Center, Inc.|403-00557|Optional Premises|Voluntary Surrender|2160 S Lipan St|Denver CO  80223|Denver|Denver|CO|80223|
COLORADO APOTHECARY & WELLNESS CENTER INC|Colorado Apothecary & Wellness Center, Inc.|403-00558|Optional Premises|Voluntary Surrender|2160 S Lipan St|Denver CO  80223|Denver|Denver|CO|80223|
COLORADO APOTHECARY & WELLNESS CENTER INC|Colorado Apothecary & Wellness Center, Inc.|404-00153|Infused Product Manufacturer|Voluntary Surrender|2160 S Lipan St|Denver CO  80223|Denver|Denver|CO|80223|
COLORADO CARE FACILITY INC|TRU CANNABIS COLFAX|402-00104|Center - Type 1|Voluntary Surrender|5130 East Colfax Avenue|Denver CO  80220|Denver|Denver|CO|80220|
COLORADO CARE FACILITY INC||403-00149|Optional Premises|Voluntary Surrender|4980 Jackson Street|Denver CO  80216|Denver|Denver|CO|80216|
COLORADO CARE FACILITY INC|TRU CANNABIS COLFAX|403-01296|Optional Premises|Voluntary Surrender|4600 Ironton Street|Denver CO  80239|Denver|Denver|CO|80239|
COLORADO CULTIVATORS LLC|COLORADO CULTIVATORS |403R-00707|Retail Marijuana Cultivation Facility|Voluntary Surrender|626 Sage Road|Montrose CO  81403|Montrose|Ouray|CO|81403|
COLORADO DISTRIBUTING LLC|NATURES NUGS|402R-00589|Retail Marijuana Store|Voluntary Surrender|893 East Enterprise Drive |Pueblo West CO  81007|Pueblo West|Pueblo|CO|81007|
COLORADO HEALING LLC|HEADQUARTERS|403-01254|Optional Premises|Voluntary Surrender|4727 North Broadway, Unit I|Boulder CO  80304|Boulder|Adams|CO|80304|
COLORADO HEALING LLC|HEADQUARTERS|402-00863|Center - Type 1|Voluntary Surrender|537 Canyon Street|Boulder CO  80302|Boulder|Boulder|CO|80302|
COLORADO HEALING LLC|HEADQUARTERS CANNABIS CO|402R-00233|Retail Marijuana Store|Voluntary Surrender|537 Canyon Boulevard|Boulder CO  80302|Boulder|Boulder|CO|80302|
COLORADO HEALING LLC|HEADQUARTERS|403-01506|Optional Premises|Voluntary Surrender|4734 Pearl Street|Boulder CO  80301|Boulder|Boulder|CO|80301|
COLORADO KIND CARE LLC|THE VILLAGE GREEN SOCIETY|402-00027|Center - Type 1|Voluntary Surrender|2043 16th Street|Boulder CO  80302|Boulder|Boulder|CO|80302|
COLORADO KIND CARE LLC|Cannamart|403-00683|Optional Premises|Voluntary Surrender|2731 West Short Place|Denver CO  80204|Denver|Denver|CO|80204|
COLORADO LOGISTICS LLC||406R-00001|RMJ Transporter|Voluntary Surrender|2145 South Platte River Drive|Denver CO  80223|Denver|Denver|CO|80223|
COLORADO LOGISTICS LLC||406-00003|MMJ Transporter|Voluntary Surrender|2145 South Platte River Drive|Denver CO  80223|Denver|Denver|CO|80223|
COLORADO LOGISTICS LLC||406R-00006|RMJ Transporter|Voluntary Surrender|2145 South Platte River Drive|Denver CO  80223|Denver|Denver|CO|80223|
COLORADO MEDICAL MARIJUANA SUPPLY INC|THE ORIGINAL LEAF|402R-00428|Retail Marijuana Store|Voluntary Surrender|1337 Main Street|Carbondale CO  81623|Carbondale|Garfield|CO|81623|
COLORADO MYTHOLOGY LLC||404-00349|Infused Product Manufacturer|Voluntary Surrender|110 Snyder Street|Nederland CO  80466|Nederland|Boulder|CO|80466|
COLORADO PRODUCT SERVICES LLC|DOCTOR'S GARDEN|403R-00382|Retail Marijuana Cultivation Facility|Voluntary Surrender|184 Gas Court|Rifle CO  81650|Rifle|Garfield|CO|81650|
COLORADO SPRINGS MEDICAL GROUP LLC|TREE OF WELLNESS II|402-01013|Center - Type 1|Voluntary Surrender|705 North Nevada Avenue|Colorado Springs CO  80903|Colorado Springs|El Paso|CO|80903|
COLORADO SPRINGS MEDICAL GROUP LLC|TREE OF WELLNESS II|403-01603|Optional Premises|Voluntary Surrender|705 North Nevada Avenue|Colorado Springs CO  80903|Colorado Springs|El Paso|CO|80903|
COLORADO WELLNESS INC||403R-00124|Retail Marijuana Cultivation Facility|Voluntary Surrender|2050 South Cherokee Street|Denver CO  80223|Denver|Denver|CO|80223|
COLORADO WELLNESS INC||403-01690|Optional Premises|Voluntary Surrender|2050 South Cherokee Street|Denver CO  80223|Denver|Denver|CO|80223|
COLORADOS BEST INC|LACONTES CLONE BAR & DISPENSARY|403-00162|Optional Premises|Voluntary Surrender|5194 Washington Street|Denver CO  80216|Denver|Denver|CO|80216|
COMPLIANCE INITIATIVES LLC|STRAWBERRY FIELDS ALTERNATIVE HEALTH AND WELLNESS|402-00167|Center - Type 3|Voluntary Surrender|3404 West Colorado Avenue|Colorado Springs CO  80904|Colorado Springs|El Paso|CO|80904|
COMPLIANCE INITIATIVES LLC|STRAWBERRY FIELDS ALTERNATIVE HEALTH AND WELLNESS|403-00248|Optional Premises|Voluntary Surrender|2755 Ore Mill Road, Units 17/18|Colorado Springs CO  80904|Colorado Springs|El Paso|CO|80904|
COMPLIANCE INITIATIVES LLC|STRAWBERRY FIELDS ALTERNATIVE HEALTH AND WELLNESS|403-00250|Optional Premises|Voluntary Surrender|1440 Pando Avenue|Colorado Springs CO  80905|Colorado Springs|El Paso|CO|80905|
COMPLIANCE INITIATIVES LLC|STRAWBERRY FIELDS ALTERNATIVE HEALTH AND WELLNESS|403-00251|Optional Premises|Voluntary Surrender|1440 Pando Avenue|Colorado Springs CO  80905|Colorado Springs|El Paso|CO|80905|
CONCENTRATE LLC|CONCENTRATE|403-00243|Optional Premises|Voluntary Surrender|11100 East 51st Avenue|Denver CO  80239|Denver|Denver|CO|80239|
CONCENTRATE LLC|CONCENTRATE|403-01314|Optional Premises|Voluntary Surrender|11100 East 51st Avenue|Denver CO  80239|Denver|Denver|CO|80239|
CONCENTRATE LLC|CONCENTRATE|403R-00006|Retail Marijuana Cultivation Facility|Voluntary Surrender|11100 East 51st Avenue|Denver CO  80239|Denver|Denver|CO|80239|
CONCENTRATE LLC|CONCENTRATE|403-01502|Optional Premises|Voluntary Surrender|11100 East 51st Avenue|Denver CO  80239|Denver|Denver|CO|80239|
CONCENTRATE LLC|CONCENTRATE|403-01503|Optional Premises|Voluntary Surrender|11100 East 51st Avenue|Denver CO  80239|Denver|Denver|CO|80239|
CONCENTRATE LLC|CONCENTRATE|403-01505|Optional Premises|Voluntary Surrender|11100 East 51st Avenue |Denver CO  80239|Denver|Denver|CO|80239|
CONCENTRATE LLC|CONCENTRATE|403-01523|Optional Premises|Voluntary Surrender|11100 East 51st Avenue|Denver CO  80239|Denver|Denver|CO|80239|
CONNOISSEURS GENETICS & CONCENTRATES LLC||403R-00681|Retail Marijuana Cultivation Facility|Voluntary Surrender|2255 South Kalamath Street|Denver CO  80223|Denver|Denver|CO|80223|
CONSCIOUS CONFECTIONS II LLC|NATIVE ROOTS EXTRACTS|404-00080|Infused Product Manufacturer|Voluntary Surrender|4990 Dahlia Street|Denver CO  80216|Denver|Denver|CO|80216|
CONSCIOUS CONFECTIONS II LLC|NATIVE ROOTS EXTRACTS|404-00494|Infused Product Manufacturer|Voluntary Surrender|4990 Dahlia Street|Denver CO  80216|Denver|Denver|CO|80216|
CONSCIOUS CONFECTIONS II LLC|NATIVE ROOTS EXTRACTS|404R-00174|Retail Marijuana Products Mfg|Voluntary Surrender|4990 Dahlia Street|Denver CO  80216|Denver|Denver|CO|80216|
COOPER MASON VENTURES 2 LLC||402-00889|Center - Type 1|Voluntary Surrender|520 East Cooper Avenue, Suite LL1|Aspen CO  81611|Aspen|Pitkin|CO|81611|
COOPER MASON VENTURES 2 LLC||403-01409|Optional Premises|Voluntary Surrender|11556 Hwy 133|Carbondale CO  81623|Carbondale|Pitkin|CO|81623|
COOPER MASON VENTURES 2 LLC||402R-00225|Retail Marijuana Store|Voluntary Surrender|520 East Cooper Avenue, Suite LL1|Aspen CO  81611|Aspen|Pitkin|CO|81611|
COOPER MASON VENTURES 2 LLC||403R-00298|Retail Marijuana Cultivation Facility|Voluntary Surrender|11556 Highway 133|Carbondale CO  81623|Carbondale|Pitkin|CO|81623|
COOPER MASON VENTURES 3 LLC||402-00890|Center - Type 1|Voluntary Surrender|520 East Cooper Avenue, Suite LL3|Aspen CO  81611|Aspen|Pitkin|CO|81611|
COOPER MASON VENTURES 3 LLC|COOPER MASON VENTURES 3 LLC|403-01410|Optional Premises|Voluntary Surrender|11556 Highway 133|Carbondale CO  81623|Carbondale|Garfield|CO|81623|
COOPER MASON VENTURES LLC|SILVERPEAK APOTHECARY|403-00449|Optional Premises|Voluntary Surrender|444 Conestoga Way|Hesperus CO  81326|Hesperus|La Plata|CO|81326|
COOPER MASON VENTURES LLC|SILVERPEAK APOTHECARY|403-00814|Optional Premises|Voluntary Surrender|444 Conestoga Way|Hesperus CO  81326|Hesperus|La Plata|CO|81326|
COOPER MASON VENTURES LLC|SILVERPEAK APOTHECARY|403-01207|Optional Premises|Voluntary Surrender|11556 Highway 133|Carbondale CO  81623|Carbondale|Garfield|CO|81623|
COOPER MASON VENTURES LLC|SILVERPEAK APOTHECARY|403R-00185|Retail Marijuana Cultivation Facility|Voluntary Surrender|11556 Highway 133|Carbondale CO  81623|Carbondale|Pitkin|CO|81623|
COOPER MASON VENTURES LLC|SILVERPEAK APOTHECARY|403R-00379|Retail Marijuana Cultivation Facility|Voluntary Surrender|24530 Highway 82|Basalt CO  81621|Basalt|Pitkin|CO|81621|
CORPORE SANO LLC||403R-01068|Retail Marijuana Cultivation Facility|Voluntary Surrender|19751 County Road 59|Moffat CO  81143|Moffat|Saguache|CO|81143|
CORPORE SANO LLC||404R-00397|Retail Marijuana Products Mfg|Voluntary Surrender|19751 County Road 59|Moffat CO  81143|Moffat|Saguache|CO|81143|
COS INVESTMENTS LLC|HIGH HOPES|402-00801|Center - Type 1|Voluntary Surrender|5156 North Centennial Boulevard|Colorado Springs CO  80919|Colorado Springs|El Paso|CO|80919|
COS INVESTMENTS LLC|HIGH HOPES|403-01210|Optional Premises|Voluntary Surrender|288 South Academy Boulevard, Unit C|Colorado Springs CO  80910|Colorado Springs|El Paso|CO|80910|
CRESTED BUTTE WELLNESS CENTER LLC||402-00761|Center - Type 1|Voluntary Surrender|329 Belleview # A|Crested Butte CO  81224|Crested Butte|Gunnison|CO|81224|
CRESTED BUTTE WELLNESS CENTER LLC||403-01161|Optional Premises|Voluntary Surrender|240 Arthur Avenue, Suite C|Oak Creek CO  80467|Oak Creek|Routt|CO|80467|
CRESTED BUTTE WELLNESS CENTER LLC|KAYAK CANNABIS|403R-00302|Retail Marijuana Cultivation Facility|Voluntary Surrender|240 Arthur Avenue|Oak Creek CO  80467|Oak Creek|Routt|CO|80467|
CRYSTAL RIVER GROWERS LLC||403R-00523|Retail Marijuana Cultivation Facility|Voluntary Surrender|220 North 12th Street, Unit A|Carbondale CO  81623|Carbondale|Garfield|CO|81623|
CURE PUEBLO LLC||403R-00436|Retail Marijuana Cultivation Facility|Voluntary Surrender|63490 East Highway 96|Boone CO  81025|Boone|Pueblo|CO|81025|
D and C MEDICAL MARIJUANA LLC|GOLDEN LEAF|403-00716|Optional Premises|Voluntary Surrender|2052 Snow Bowl Plaza|Steamboat Springs CO  80487|Steamboat Springs|Routt|CO|80487|
D and C MEDICAL MARIJUANA LLC|GOLDEN LEAF|403-01426|Optional Premises|Voluntary Surrender|2730 Downhill Drive, #103|Steamboat Springs CO  80487|Steamboat Springs|Routt|CO|80487|
DABS THIRTY LLC||404R-00231|Retail Marijuana Products Mfg|Voluntary Surrender|521 Santa Fe Drive|Pueblo CO  81006|Pueblo|Pueblo|CO|81006|
DACONO MEDS LLC|DACONO MEDS|402-00922|Center - Type 1|Voluntary Surrender|730 Glen Creighton Drive, Unit C|Dacono CO  80514|Dacono|Weld|CO|80514|
DACONO MEDS LLC|DACONO MEDS|403-01456|Optional Premises|Voluntary Surrender|730 Glen Creighton Drive, Unit C|Dacono CO  80514|Dacono|Weld|CO|80514|
DAY DREAMZ LLC|DAY DREAMZ|402-00912|Center - Type 1|Voluntary Surrender|1805 Santa Fe Drive, Suites D, E, F & G|Pueblo CO  81006|Pueblo|Pueblo|CO|81006|
DAY DREAMZ LLC|DAY DREAMZ|403-01438|Optional Premises|Voluntary Surrender|1805 Santa Fe Drive, Suites F & G|Pueblo CO  81006|Pueblo|Pueblo|CO|81006|
DEBEST CONSULTING LLC|TREEHOUSE|404R-00183|Retail Marijuana Products Mfg|Voluntary Surrender|482 Laredo Street, Unit A|Aurora CO  80011|Aurora|Arapahoe|CO|80011|
DELANY & ASSOCIATES LLC|GOOD EARTH MEDS|402-00489|Center - Type 1|Voluntary Surrender|600 Cloman Boulevard, Suite 1 |Pagosa Springs CO  81147|Pagosa Springs|Archuleta|CO|81147|
DELANY & ASSOCIATES LLC|GOOD EARTH MEDS|403-00726|Optional Premises|Voluntary Surrender|600 Cloman Boulevard, #5, 6, 7, 8|Pagosa Springs CO  81147|Pagosa Springs|Archuleta|CO|81147|
DELILAH LLC||402-00302|Center - Type 1|Voluntary Surrender|753 Vance Drive|Telluride CO  81435|Telluride|San Miguel|CO|81435|
DELILAH LLC||403-00453|Optional Premises|Voluntary Surrender|753 Vance Drive|Telluride CO  81435|Telluride|San Miguel|CO|81435|
DELILAH LLC||404-00123|Infused Product Manufacturer|Voluntary Surrender|753 Vance Drive|Telluride CO  81435|Telluride|San Miguel|CO|81435|
DELILAH LLC|DELILAH LLC|402-00906|Center - Type 1|Voluntary Surrender|115 West Colorado Avenue|Telluride CO  81435|Telluride|San Miguel|CO|81435|
DELILAH LLC|DELILAH LLC|403-01433|Optional Premises|Voluntary Surrender|753 & 755 Vance Drive|Telluride CO  81435|Telluride|San Miguel|CO|81435|
DELILAH LLC|DELILAH LLC|403R-00238|Retail Marijuana Cultivation Facility|Voluntary Surrender|753 & 755 Vance Drive|Telluride CO  81435|Telluride|San Miguel|CO|81435|
DENVER PATIENTS CENTER LLC|IHC/SANTE|402-00131|Center - Type 1|Voluntary Surrender|2070 South Huron Street|Denver CO  80223|Denver|Denver|CO|80223|
DENVER PATIENTS GROUP LLC|LIVWELL|403-01109|Optional Premises|Voluntary Surrender|5141 Franklin Street|Denver CO  80216|Denver|Denver|CO|80216|
DENVER PATIENTS GROUP LLC|LIVWELL|403R-00219|Retail Marijuana Cultivation Facility|Voluntary Surrender|5141 Franklin Street|Denver CO  80216|Denver|Denver|CO|80216|
DEP LLC||403R-00072|Retail Marijuana Cultivation Facility|Voluntary Surrender|4455 East 46th Avenue|Denver CO  80216|Denver|Denver|CO|80216|
DESSIMALS INC|LUCKY MONKEY BUDS|402-01090|Center - Type 1|Voluntary Surrender|137 West Cedar Street|Trinidad CO  81082|Trinidad|Las Animas|CO|81082|
DESSIMALS INC|LUCKY MONKEY BUDS|403-01689|Optional Premises|Voluntary Surrender|137 West Cedar Street|Trinidad CO  81082|Trinidad|Las Animas|CO|81082|
DESSIMALS INC|LUCKY MONKEY BUDS|404-00470|Infused Product Manufacturer|Voluntary Surrender|137 West Cedar Street|Trinidad CO  81082|Trinidad|Las Animas|CO|81082|
DGP 38TH LLC|SWEET LEAF|403-00175|Optional Premises|Voluntary Surrender|124 Yuma Street|Denver CO  80223|Denver|Denver|CO|80223|
DGP WILLIAMS LLC|SWEET LEAF|403-01673|Optional Premises|Voluntary Surrender|3954 Williams Street|Denver CO  80205|Denver|Denver|CO|80205|
DKC LLC|DENVER KUSH CLUB|403-00806|Optional Premises|Voluntary Surrender|4960 North Jackson Street|Denver CO  80216|Denver|Denver|CO|80216|
DRAGON BREATH FARM INC|DRAGON BREATH FARM|403-01731|Optional Premises|Voluntary Surrender|4985 North Colorado Boulevard|Denver CO  80216|Denver|Denver|CO|80216|
DRAGON BREATH FARM INC|DRAGON BREATH FARM|404-00506|Infused Product Manufacturer|Voluntary Surrender|4985 North Colorado Boulevard|Denver CO  80216|Denver|Denver|CO|80216|
DURANGO HEALING CENTER LLC|ACME HEALING CENTER|402-00553|Center - Type 1|Voluntary Surrender|572 East 3rd Avenue|Durango CO  81301|Durango|La Plata|CO|81301|
DURANGO HEALING CENTER LLC|ACME HEALING CENTER|403R-00525|Retail Marijuana Cultivation Facility|Voluntary Surrender|22327 Highway 550, Lot B|Ridgway CO  81432|Ridgway|Ouray|CO|81432|
DURANGO ORGANICS LLP|DO CORTEZ LLP|403-00722|Optional Premises|Voluntary Surrender|1104 East Main Street|Cortez CO  81321|Cortez|Montezuma|CO|81321|
EBBU LLC||404-00398|Infused Product Manufacturer|Voluntary Surrender|4980 Kipling Street, Units A14-17|Wheat Ridge CO  80033|Wheat Ridge|Jefferson|CO|80033|
EBBU LLC||404-00440|Infused Product Manufacturer|Voluntary Surrender|35715 U.S. Highway 40, Unit D101-D103|Evergreen CO  80439|Evergreen|Clear Creek|CO|80439|
EBBU LLC||404R-00119|Retail Marijuana Products Mfg|Voluntary Surrender|35715 U.S. Highway 40, Unit D101-D103|Evergreen CO  80439|Evergreen|Clear Creek|CO|80439|
EC LABS LLC|ENDOCANNA; BETTER CONCENTRATES|404-00336|Infused Product Manufacturer|Voluntary Surrender|4300 Forest Street, Suite 150 |Denver CO  80216|Denver|Denver|CO|80216|
ECOMED LLC|NATURES MEDICINE; NATURES MEDICINE SALIDA|402-00612|Center - Type 1|Voluntary Surrender|230 West 16th Street, Suite C|Salida CO  81201|Salida|Chaffee|CO|81201|
ECOMED LLC|NATURES MEDICINE SALIDA|403-01282|Optional Premises|Voluntary Surrender|7729 County Road 150, Units A-C|Salida CO  81201|Salida|Chaffee|CO|81201|
ELIOT GROUP LLC||403-01811|Optional Premises|Voluntary Surrender|5200 East Smith Road, Suite 130|Denver CO  80216|Denver|Denver|CO|80216|
ELIOT GROUP LLC||404-00540|Infused Product Manufacturer|Voluntary Surrender|5200 East Smith Road, Suite 130|Denver CO  80216|Denver|Denver|CO|80216|
EMERALD CITY WELLNESS LLC|EMERALD CITY|403R-00449|Retail Marijuana Cultivation Facility|Voluntary Surrender|123 Pine Street|Trinidad CO  81082|Trinidad|Las Animas|CO|81082|
EMERALD CITY WELLNESS LLC|EMERALD CITY|402R-00392|Retail Marijuana Store|Voluntary Surrender|520 Nevada Avenue|Trinidad CO  81082|Trinidad|Las Animas|CO|81082|
EMERGE FARMS LLC||403R-00794|Retail Marijuana Cultivation Facility|Voluntary Surrender|401 & 411 Capital Street|Hayden CO  81639|Hayden|Routt|CO|81639|
EVER-GREEN HERBAL REMEDIES LLC|EVER-GREENS|402-00270|Center - Type 1|Voluntary Surrender|15 Colorado Blvd, Unit A|Idaho Springs CO  80452|Idaho Springs|Clear Creek|CO|80452|
EVER-GREEN HERBAL REMEDIES LLC|EVER-GREENS|403-00404|Optional Premises|Voluntary Surrender|15 Colorado Blvd., Unit B|Idaho Springs CO  80452|Idaho Springs|Clear Creek|CO|80452|
EVOLUTION LLC|11:11 WELLNESS|402-00244|Center - Type 1|Voluntary Surrender|1111 13TH ST|Boulder CO  80302|Boulder|Boulder|CO|80302|
EVOLUTIONARY HOLDINGS LLC|CHAMPION CANNABIS|402-00378|Center - Type 1|Voluntary Surrender|82 South Federal Boulevard|Denver CO  80219|Denver|Denver|CO|80219|
EVOLUTIONARY HOLDINGS LLC|CHAMPION CANNABIS|403-00566|Optional Premises|Voluntary Surrender|5231 Monroe Street, Suite 200|Denver CO  80216|Denver|Denver|CO|80216|
EVOLUTIONARY HOLDINGS LLC|CHAMPION CANNABIS|403R-00657|Retail Marijuana Cultivation Facility|Voluntary Surrender|5231 North Monroe Street Suite 200|Denver CO  80216|Denver|Denver|CO|80216|
EXCELLENCE RX LLC|EXCELLENCE RX|403R-00644|Retail Marijuana Cultivation Facility|Voluntary Surrender|21000 East 32nd Avenue Parkway, Unit B|Aurora CO  80011|Aurora|Adams|CO|80011|
