full_name|doing_business_as|license_no|license_type_name|license_status_name|addr_line_1|addr_line_4|addr_city|addr_county|addr_state|addr_zipcode|
COLORADO FARMS INC|LIGHTSHADE|403R-00214|Retail Marijuana Cultivation Facility|Approved|11975 East 40th Avenue|Denver CO  80239|Denver|Denver|CO|80239|
COLORADO FARMS INC||402-01010|Center - Type 2|Approved|11975 East 40th Avenue|Denver CO  80239|Denver|Denver|CO|80239|
COLORADO GENERAL SERVICE PROVIDER|CGSP|404R-00405|Retail Marijuana Products Mfg|Approved|6767 East 39th Avenue Unit 104|Denver CO  80207|Denver|Denver|CO|80207|
COLORADO GOLD LLP|STICKY ICKYS|402R-00673|Retail Marijuana Store|Approved|5341 West Highway 96|Pueblo CO  81005|Pueblo|Pueblo|CO|81005|
COLORADO GOLD LLP|STICKY ICKY'S|403R-01154|Retail Marijuana Cultivation Facility|Approved|8444 West State Highway 96|Pueblo CO  81005|Pueblo|Pueblo|CO|81005|
COLORADO HEALING LLC|HEADQUARTERS CANNABIS CO|402-00410|Center - Type 1|Approved|4497 Ute Highway|Longmont CO  80503|Longmont|Boulder|CO|80503|
COLORADO HEALING LLC|HEADQUARTERS|403-01340|Optional Premises|Approved|5227 Monroe Street|Denver CO  80216|Denver|Denver|CO|80216|
COLORADO HEALING LLC|HEADQUARTERS|402-00958|Center - Type 1|Approved|5739 Bueno Drive, Suite D1|Fort Collins CO  80525|Fort Collins|Larimer|CO|80525|
COLORADO HEALING LLC|HEADQUARTERS|403-01514|Optional Premises|Approved|5739 Bueno Drive, Suite A|Fort Collins CO  80525|Fort Collins|Larimer|CO|80525|
COLORADO HEALING LLC|HEADQUARTERS|404-00407|Infused Product Manufacturer|Approved|5739 Bueno Drive, Suite D1|Fort Collins CO  80525|Fort Collins|Larimer|CO|80525|
COLORADO HEALING LLC|HEADQUARTERS|403-01515|Optional Premises|Approved|5739 Bueno Drive, Suite B|Fort Collins CO  80525|Fort Collins|Larimer|CO|80525|
COLORADO HEALING LLC|HEADQUARTERS CANNABIS CO|402R-00367|Retail Marijuana Store|Approved|4497 Ute Highway|Longmont CO  80503|Longmont|Boulder|CO|80503|
COLORADO HEALING LLC|HEADQUARTERS|403R-00533|Retail Marijuana Cultivation Facility|Approved|4734 Pearl Street|Boulder CO  80301|Boulder|Boulder|CO|80301|
COLORADO HEALTH CONSULTANTS LLC|STARBUDS|402R-00021|Retail Marijuana Store|Approved|4690 Brighton Boulevard|Denver CO  80216|Denver|Denver|CO|80216|
COLORADO KIND CARE LLC|THE VILLAGE GREEN SOCIETY|402R-00200|Retail Marijuana Store|Approved|2043 16th Street|Boulder CO  80302|Boulder|Boulder|CO|80302|
COLORADO KIND HOLDINGS LLC|COLORADO KIND|403R-00053|Retail Marijuana Cultivation Facility|Approved|4600 North Ironton Street, Unit 101|Denver CO  80239|Denver|Denver|CO|80239|
COLORADO MANAGEMENT HOLDINGS INC|CMH Brands|403-00672|Optional Premises|Approved|5051 East 41st Avenue|Denver CO  80216|Denver|Denver|CO|80216|
COLORADO MANAGEMENT HOLDINGS INC|CMH Brands|404-00187|Infused Product Manufacturer|Approved|5051 East 41st Avenue|Denver CO  80216|Denver|Denver|CO|80216|
COLORADO MANAGEMENT HOLDINGS INC|CMH Brands|403R-00187|Retail Marijuana Cultivation Facility|Approved|5051 East 41st Avenue|Denver CO  80216|Denver|Denver|CO|80216|
COLORADO MANAGEMENT HOLDINGS INC|CMH Brands|404R-00031|Retail Marijuana Products Mfg|Approved|5051 East 41st Avenue|Denver CO  80216|Denver|Denver|CO|80216|
COLORADO MEDICAL PROCESSING LLC|COLORADOS BEST DABS|404-00383|Infused Product Manufacturer|Approved|5475 North Peoria Street, Unit 4-111 & 4-112|Denver CO  80239|Denver|Denver|CO|80239|
COLORADO MEDICAL PROCESSING LLC|COLORADOS BEST DABS|404R-00345|Retail Marijuana Products Mfg|Approved|5475 North Peoria Street Unit 4-111 & 4-112|Denver CO  80239|Denver|Denver|CO|80239|
COLORADO MOONROCKS LLC||404R-00338|Retail Marijuana Products Mfg|Approved|5095 North Colorado Boulevard|Denver CO  80216|Denver|Denver|CO|80216|
COLORADO MOONROCKS LLC||404R-00355|Retail Marijuana Products Mfg|Approved|3945 East 50th Avenue|Denver CO  80216|Denver|Denver|CO|80216|
COLORADO MOONROCKS LLC||404-00615|Infused Product Manufacturer|Approved|5095 Colorado Boulevard|Denver CO  80216|Denver|Denver|CO|80216|
COLORADO PRODUCT SERVICES LLC|DOCTORS GARDEN|402-00542|Center - Type 1|Approved|716 Grand Avenue|Glenwood Springs CO  81601|Glenwood Springs|Garfield|CO|81601|
COLORADO PRODUCT SERVICES LLC|DOCTORS GARDEN|402R-00138|Retail Marijuana Store|Approved|580 Main Street, Suite 300|Carbondale CO  81623|Carbondale|Garfield|CO|81623|
COLORADO PRODUCT SERVICES LLC|DOCTORS GARDEN|403R-00182|Retail Marijuana Cultivation Facility|Approved|655 Buggy Circle|Carbondale CO  81623|Carbondale|Garfield|CO|81623|
COLORADO PRODUCT SERVICES LLC|DOCTORS GARDEN|403R-00373|Retail Marijuana Cultivation Facility|Approved|173 Oil Court|Rifle CO  81650|Rifle|Garfield|CO|81650|
COLORADO PRODUCT SERVICES LLC|DOCTORS GARDEN|404R-00120|Retail Marijuana Products Mfg|Approved|655 Buggy Circle|Carbondale CO  81623|Carbondale|Garfield|CO|81623|
COLORADO PRODUCT SERVICES LLC|DOCTORS GARDEN|403-01636|Optional Premises|Approved|173 Oil Court|Rifle CO  81650|Rifle|Garfield|CO|81650|
COLORADO PRODUCT SERVICES LLC|DOCTORS GARDEN|404-00447|Infused Product Manufacturer|Approved|655 Buggy Circle|Carbondale CO  81623|Carbondale|Garfield|CO|81623|
COLORADO PRODUCT SERVICES LLC|DOCTORS GARDEN|402R-00674|Retail Marijuana Store|Approved|716 Grand Avenue|Glenwood Springs CO  81601|Glenwood Springs|Garfield|CO|81601|
COLORADO WELLNESS CENTERS LLC|LUSH|402-00059|Center - Type 1|Approved|2490 West 2nd Avenue|Denver CO  80223|Denver|Denver|CO|80223|
COLORADO WELLNESS CENTERS LLC|LUSH|403-00080|Optional Premises|Approved|2490 West 2nd Avenue|Denver CO  80223|Denver|Denver|CO|80223|
COLORADO WELLNESS INC||402-00768|Center - Type 1|Approved|2057 South Broadway|Denver CO  80210|Denver|Denver|CO|80210|
COLORADO WELLNESS INC||403-01170|Optional Premises|Approved|2057 South Broadway|Denver CO  80210|Denver|Denver|CO|80210|
COLORADO WELLNESS INC||402R-00096|Retail Marijuana Store|Approved|2057 South Broadway|Denver CO  80210|Denver|Denver|CO|80210|
COLORADOS KINDEST LLC||402R-00786|Retail Marijuana Store|Approved|42023 Highway 112|Del Norte CO  81132|Del Norte|Saguache|CO|81132|
COMPASSIONATE ENTERPRISES LLC|THE CLINIC ON WADSWORTH|403-00188|Optional Premises|Approved|5098 Paris Street, Building #1|Denver CO  80239|Denver|Denver|CO|80239|
COMPASSIONATE ENTERPRISES LLC|THE CLINIC ON WADSWORTH|402-00940|Center - Type 2|Approved|3600 South Wadsworth Boulevard, Units D & E,|Lakewood CO  80235|Lakewood|Jefferson|CO|80235|
COMPASSIONATE PAIN MANAGEMENT LLC|AJOYA|402-00325|Center - Type 1|Approved|1100 West Dillion Road, Unit D-3|Louisville CO  80027|Louisville|Boulder|CO|80027|
COMPASSIONATE PAIN MANAGEMENT LLC|CPM|403-00488|Optional Premises|Approved|1975 South Bannock Street,|Denver CO  80223|Denver|Denver|CO|80223|
COMPASSIONATE PAIN MANAGEMENT LLC|AJOYA|402R-00203|Retail Marijuana Store|Approved|1100 West Dillon Road, Unit D-3,|Louisville CO  80027|Louisville|Boulder|CO|80027|
COMPASSIONATE PAIN MANAGEMENT LLC|AJOYA|403R-00263|Retail Marijuana Cultivation Facility|Approved|1975 South Bannock Street|Denver CO  80223|Denver|Denver|CO|80223|
COMPLETE RELEAF CO LLC|COMPLETE RELEAF|402R-00703|Retail Marijuana Store|Approved|1669 Coal Creek Drive, Suite A|Lafayette CO  80026|Lafayette|Boulder|CO|80026|
COMPLIANCE INITIATIVES LLC|STRAWBERRY FIELDS ALTERNATIVE HEALTH AND WELLNESS|404-00068|Infused Product Manufacturer|Approved|1440 Pando Avenue|Colorado Springs CO  80905|Colorado Springs|El Paso|CO|80905|
CONCENTRATE LLC|WOLFPAC CANNABIS|402R-00006|Retail Marijuana Store|Approved|74 North Federal Boulevard|Denver CO  80219|Denver|Denver|CO|80219|
CONCENTRATE LLC|WOLF PAC CANNABIS|402-00957|Center - Type 2|Approved|74 North Federal Boulevard|Denver CO  80219|Denver|Denver|CO|80219|
CONCENTRATE LLC|WOLF PAC CANNABIS|402-00165|Center - Type 1|Approved|2420 South Colorado Boulevard|Denver CO  80222|Denver|Denver|CO|80222|
CONEJOS FARM LLC||403R-00704|Retail Marijuana Cultivation Facility|Approved|402 Main Street|Antonito CO  81120|Antonito|Conejos|CO|81120|
CONNOISSEURS GENETICS & CONCENTRATES LLC||403-01755|Optional Premises|Approved|2255 South Kalamath Street|Denver CO  80223|Denver|Denver|CO|80223|
CONNOISSEURS GENETICS & CONCENTRATES LLC||404R-00275|Retail Marijuana Products Mfg|Approved|2255 South Kalamath Street|Denver CO  80223|Denver|Denver|CO|80223|
CONSCIOUS CONFECTIONS II LLC|NATIVE ROOTS EXTRACTS|403-01856|Optional Premises|Approved|4990 Dahlia Street|Denver CO  80216|Denver|Denver|CO|80216|
CONSCIOUS CONFECTIONS II LLC|NATIVE ROOTS EXTRACTS|404R-00344|Retail Marijuana Products Mfg|Approved|4990 Dahlia Street|Denver CO  80216|Denver|Denver|CO|80216|
CONSCIOUS CONFECTIONS II LLC|NATIVE ROOTS EXTRACTS|404-00601|Infused Product Manufacturer|Approved|4990 Dahlia Street|Denver CO  80216|Denver|Denver|CO|80216|
CONSCIOUS CONFECTIONS LLC|NATIVE ROOTS EXTRACTS|403-00460|Optional Premises|Approved|680 North Lipan Street |Denver CO  80204|Denver|Denver|CO|80204|
CONSCIOUS CONFECTIONS LLC|NATIVE ROOTS EXTRACTS|404-00172|Infused Product Manufacturer|Approved|680 Lipan Street|Denver CO  80204|Denver|Denver|CO|80204|
CONSCIOUS CONFECTIONS LLC|NATIVE ROOTS EXTRACTS|404R-00006|Retail Marijuana Products Mfg|Approved|680 North Lipan Street |Denver CO  80204|Denver|Denver|CO|80204|
CONSCIOUS CONFECTIONS LLC|NATIVE ROOTS EXTRACTS|403R-00406|Retail Marijuana Cultivation Facility|Approved|680 North Lipan Street|Denver CO  80204|Denver|Denver|CO|80204|
CONSCIOUS CONNEXION LLC|HIGHER ELEVATION|402R-00692|Retail Marijuana Store|Approved|152 Silver Avenue|Crestone CO  81131|Crestone|Saguache|CO|81131|
COOPER MASON VENTURES LLC|SILVERPEAK APOTHECARY|402-00798|Center - Type 1|Approved|520 East Cooper Avenue, Units, LL2 & LL3|Aspen CO  81611|Aspen|Pitkin|CO|81611|
COOPER MASON VENTURES LLC|SILVERPEAK APOTHECARY|402R-00140|Retail Marijuana Store|Approved|520 East Cooper Avenue, Unit LL2 & LL3|Aspen CO  81611|Aspen|Pitkin|CO|81611|
COOPER MASON VENTURES LLC|SILVERPEAK APOTHECARY|403R-00274|Retail Marijuana Cultivation Facility|Approved|24530 Highway 82|Basalt CO  81621|Basalt|Pitkin|CO|81621|
COOPER MASON VENTURES LLC|SILVERPEAK APOTHECARY|403-01539|Optional Premises|Approved|24530 Highway 82|Basalt CO  81621|Basalt|Pitkin|CO|81621|
COS INVESTMENTS LLC|HIGHER PURPOSE|404-00085|Infused Product Manufacturer|Approved|288 South Academy Boulevard, Suite C|Colorado Springs CO  80910|Colorado Springs|El Paso|CO|80910|
COS INVESTMENTS LLC|HIGH HOPES|402-00786|Center - Type 1|Approved|288 South Academy Boulevard, Suite C|Colorado Springs CO  80910|Colorado Springs|El Paso|CO|80910|
COS INVESTMENTS LLC|HIGH HOPES|403-01192|Optional Premises|Approved|288 South Academy Boulevard, Suite C|Colorado Springs CO  80910|Colorado Springs|El Paso|CO|80910|
COS INVESTMENTS LLC|HIGHER PURPOSE|403-01280|Optional Premises|Approved|288 South Academy Boulevard, Suite C|Colorado Springs CO  80910|Colorado Springs|El Paso|CO|80910|
COSMIC FOODS HOLDINGS LLC|COSMIC KITCHEN|404R-00395|Retail Marijuana Products Mfg|Approved|419 South 10th Street|Gunnison CO  81230|Gunnison|Gunnison|CO|81230|
COSMIC GREEN LLC||403R-00780|Retail Marijuana Cultivation Facility|Approved|881 West Bidwell Street|Gunnison CO  81230|Gunnison|Gunnison|CO|81230|
CPM LAKEWOOD LLC|AJOYA MEDICAL CANNABIS|402-00326|Center - Type 1|Approved|11950 West Colfax Avenue|Lakewood CO  80215|Lakewood|Jefferson|CO|80215|
CPM LAKEWOOD LLC|AJOYA MEDICAL CANNABIS|403-00489|Optional Premises|Approved|1975 South Bannock Street|Denver CO  80223|Denver|Denver|CO|80223|
CRAFT INDUSTRIES INC|CRAFT CANNABIS|403R-00702|Retail Marijuana Cultivation Facility|Approved|12001 East 33rd Avenue Unit T|Aurora CO  80010|Aurora|Adams|CO|80010|
CRESTED BUTTE CONCENTRATES LLC|CRESTED BUTTE CANNABIS|403R-00339|Retail Marijuana Cultivation Facility|Approved|398 Riverland Drive, Suite 1A|Crested Butte CO  81224|Crested Butte|Gunnison|CO|81224|
CRESTED BUTTE WELLNESS CENTER LLC|BACKCOUNTRY CANNABIS COMPANY|402R-00228|Retail Marijuana Store|Approved|329 Belleview Avenue, Unit A|Crested Butte CO  81224|Crested Butte|Gunnison|CO|81224|
CROSSROADS WELLNESS LLC|BOULDER BOTANICS|402-00223|Center - Type 1|Approved|1750 30th Street, Unit 7,|Boulder CO  80301|Boulder|Boulder|CO|80301|
CROSSROADS WELLNESS LLC|BOULDER BOTANICS|403-00325|Optional Premises|Approved|4727 North Broadway Unit G|Boulder CO  80304|Boulder|Boulder|CO|80304|
CROSSROADS WELLNESS LLC|BOULDER BOTANICS|402R-00190|Retail Marijuana Store|Approved|1750 30th Street, Unit 7|Boulder CO  80301|Boulder|Boulder|CO|80301|
CROSSROADS WELLNESS LLC|BOULDER BOTANICS|403R-00247|Retail Marijuana Cultivation Facility|Approved|4727 North Broadway, Unit D-West,|Boulder CO  80304|Boulder|Boulder|CO|80304|
CROSSTOWN HOLDINGS LLC|N-FUZED|404R-00406|Retail Marijuana Products Mfg|Approved|1880 South Flatirons Court, Suite E|Boulder CO  80303|Boulder|Boulder|CO|80303|
CS HOLDINGS INC|CANNA SOURCE|403R-00734|Retail Marijuana Cultivation Facility|Approved|3415 Riddell Place|Colorado City CO  81019|Colorado City|Pueblo|CO|81019|
CURE MEDICAL PHARM INC|RIVERROCK|403-00058|Optional Premises|Approved|4935 York Street|Denver CO  80216|Denver|Denver|CO|80216|
CURE MEDICAL PHARM INC|RIVERROCK|402R-00126|Retail Marijuana Store|Approved|990 West 6th Avenue Suite #5|Denver CO  80204|Denver|Denver|CO|80204|
CURE MEDICAL PHARM INC|RIVERROCK|402-00043|Center - Type 1|Approved|990 West 6th Avenue, Suite 5|Denver CO  80204|Denver|Denver|CO|80204|
CYS INC|CANNABIS YUMMY STRAINS|402-00864|Center - Type 1|Approved|1675 Jetwing Drive|Colorado Springs CO  80916|Colorado Springs|El Paso|CO|80916|
CYS INC|CANNABIS YUMMY STRAINS|403-01345|Optional Premises|Approved|1675 Jetwing Drive|Colorado Springs CO  80916|Colorado Springs|El Paso|CO|80916|
D & D CONSULTING INC|KAYAK CANNABIS|403-00198|Optional Premises|Approved|1127 West 46th Avenue|Denver CO  80211|Denver|Denver|CO|80211|
D & D CONSULTING INC|KAYA CANNABIS|403-00482|Optional Premises|Approved|1127 West 46th Avenue|Denver CO  80211|Denver|Denver|CO|80211|
D & D CONSULTING INC|KAYA CANNABIS|402-00323|Center - Type 1|Approved|12018 West Jewell Avenue, Unit C|Lakewood CO  80228|Lakewood|Jefferson|CO|80228|
D & D CONSULTING INC|KAYA CANNABIS|403-00484|Optional Premises|Approved|1127 West 46th Avenue|Denver CO  80211|Denver|Denver|CO|80211|
D & D CONSULTING INC|SOUTHWEST ALTERNATIVE CARE FOX ST|402-00573|Center - Type 1|Approved|1075 South Fox Street,|Denver CO  80223|Denver|Denver|CO|80223|
D & D CONSULTING INC|SOUTHWEST ALTERNATIVE CARE FOX ST|403-00853|Optional Premises|Approved|1075 South Fox Street|Denver CO  80223|Denver|Denver|CO|80223|
D & D CONSULTING INC|SOUTHWEST ALTERNATIVE CARE FOX ST|402R-00544|Retail Marijuana Store|Approved|1075 South Fox Street|Denver CO  80223|Denver|Denver|CO|80223|
D & D CONSULTING INC|SOUTHWEST ALTERNATIVE CARE FOX ST|403R-00722|Retail Marijuana Cultivation Facility|Approved|1075 South Fox Street|Denver CO  80223|Denver|Denver|CO|80223|
D & H SERVICE LLC|CERTIFIED MAGIC|403R-00619|Retail Marijuana Cultivation Facility|Approved|462 Laredo Street, Unit H, I & J|Aurora CO  80011|Aurora|Arapahoe|CO|80011|
D & M FARMS LLC||403R-01028|Retail Marijuana Cultivation Facility|Approved|6393 State Highway 78|Pueblo CO  81005|Pueblo|Pueblo|CO|81005|
D AND C MEDICAL MARIJUANA LLC|GOLDEN LEAF|402R-00171|Retail Marijuana Store|Approved|1755 Lincoln Avenue|Steamboat Springs CO  80487|Steamboat Springs|Routt|CO|80487|
D AND C MEDICAL MARIJUANA LLC|GOLDEN LEAF|403R-00225|Retail Marijuana Cultivation Facility|Approved|2052 Snow Bowl Plaza|Steamboat Springs CO  80487|Steamboat Springs|Routt|CO|80487|
D AND C MEDICAL MARIJUANA LLC|GOLDEN LEAF|403-01453|Optional Premises|Approved|2800 Down Hill Plaza Units 303 & 304|Steamboat Springs CO  80487|Steamboat Springs|Routt|CO|80487|
D AND C MEDICAL MARIJUANA LLC|GOLDEN LEAF|403R-00645|Retail Marijuana Cultivation Facility|Approved|2730 Downhill Drive, Unit 103|Steamboat Springs CO  80487|Steamboat Springs|Routt|CO|80487|
D AND C MEDICAL MARIJUANA LLC|GOLDEN LEAF|404-00602|Infused Product Manufacturer|Approved|1755 Lincoln Avenue|Steamboat Springs CO  80487|Steamboat Springs|Routt|CO|80487|
D AND C MEDICAL MARIJUANA LLC|GOLDEN LEAF|404R-00346|Retail Marijuana Products Mfg|Approved|1755 Lincoln Avenue|Steamboat Springs CO  80487|Steamboat Springs|Routt|CO|80487|
D AND C MEDICAL MARIJUANA LLC|GOLDEN LEAF|402-00481|Center - Type 3|Approved|1755 Lincoln Avenue|Steamboat Springs CO  80487|Steamboat Springs|Routt|CO|80487|
DABBINGTON LLC|DABBINGTON|403R-00334|Retail Marijuana Cultivation Facility|Approved|130 Maine Street, Unit C|Log Lane Village CO  80705|Log Lane Village|Morgan|CO|80705|
DABBINGTON LLC|DABBINGTON|403R-00580|Retail Marijuana Cultivation Facility|Approved|206 Elm Street|Log Lane Village CO  80705|Log Lane Village|Morgan|CO|80705|
DABBINGTON LLC|DABBINGTON|404R-00304|Retail Marijuana Products Mfg|Approved|130 Maine Street, Unit C|Log Lane Village CO  80705|Log Lane Village|Morgan|CO|80705|
DABBINGTON LLC|DABBINGTON|404-00583|Infused Product Manufacturer|Approved|130 Maine Street, Unit C|Log Lane Village CO  80705|Log Lane Village|Morgan|CO|80705|
DABBINGTON LLC|DABBINGTON|402R-00811|Retail Marijuana Store|Approved|206 Elm Drive|Log Lane Village CO  80705|Log Lane Village|Morgan|CO|80705|
DABS LABS LLC|DABS LABS|404R-00186|Retail Marijuana Products Mfg|Approved|128 Maine Street, Building A|Log Lane Village CO  80705|Log Lane Village|Morgan|CO|80705|
DABS LABS LLC|DABS LABS|403R-00621|Retail Marijuana Cultivation Facility|Approved|128 Maine Street, Building B|Log Lane Village CO  80705|Log Lane Village|Morgan|CO|80705|
DABS LABS LLC|DABS LABS|404-00501|Infused Product Manufacturer|Approved|128 Maine Street, Building A|Log Lane Village CO  80705|Log Lane Village|Morgan|CO|80705|
DABS LABS LLC|DABS LABS|403-01727|Optional Premises|Approved|128 Maine Street, Building B|Log Lane Village CO  80705|Log Lane Village|Morgan|CO|80705|
DACONO MEDS LLC|SEDGWICK ALTERNATIVE RELIEF|402-00739|Center - Type 1|Approved|107 Main Avenue|Sedgwick CO  80749|Sedgwick|Sedgwick|CO|80749|
DACONO MEDS LLC|SEDGWICK ALTERNATIVE RELIEF|403-01124|Optional Premises|Approved|107 Main Avenue|Sedgwick CO  80749|Sedgwick|Sedgwick|CO|80749|
DACONO MEDS LLC|SEDGWICK ALTERNATIVE RELIEF|402R-00223|Retail Marijuana Store|Approved|107 Main Avenue|Sedgwick CO  80749|Sedgwick|Sedgwick|CO|80749|
DACONO MEDS LLC|SEDGWICK ALTERNATIVE RELIEF|403R-00296|Retail Marijuana Cultivation Facility|Approved|107 Main Avenue|Sedgwick CO  80749|Sedgwick|Sedgwick|CO|80749|
DALTON ADVENTURES LLC|SEVENFIVE FARM|403R-00501|Retail Marijuana Cultivation Facility|Approved|3705 North 75th Street|Boulder CO  80301|Boulder|Boulder|CO|80301|
DALWHINNIE FARMS LLC||403R-00782|Retail Marijuana Cultivation Facility|Approved|6154 County Road 23|Ridgway CO  81432|Ridgway|Ouray|CO|81432|
DANKERT CAPITAL LLC|THE DANKERY|402-01044|Center - Type 1|Approved|3745 Interpark Drive|Colorado Springs CO  80907|Colorado Springs|El Paso|CO|80907|
DANKERT CAPITAL LLC|THE DANKERY|403-01638|Optional Premises|Approved|3745 Interpark Drive|Colorado Springs CO  80907|Colorado Springs|El Paso|CO|80907|
DANTES LLC||403R-00813|Retail Marijuana Cultivation Facility|Approved|5149 Webster Street|Montezuma CO  80435|Montezuma|Summit|CO|80435|
DARK HORSE GENETICS LLC||404-00479|Infused Product Manufacturer|Approved|2145 South Kalamath Street|Denver CO  80223|Denver|Denver|CO|80223|
DARK HORSE GENETICS LLC||403-01702|Optional Premises|Approved|2145 South Kalamath Street|Denver CO  80223|Denver|Denver|CO|80223|
DARK HORSE GENETICS LLC||404R-00305|Retail Marijuana Products Mfg|Approved|2145 South Kalamath Street|Denver CO  80223|Denver|Denver|CO|80223|
DARK HORSE GENETICS LLC||403R-00863|Retail Marijuana Cultivation Facility|Approved|2145 South Kalamath Street|Denver CO  80223|Denver|Denver|CO|80223|
DAVID COX |PALISADE PRODUCE|402R-00795|Retail Marijuana Store|Approved|361 Wine Valley Road|Palisade CO  81526|Palisade|Mesa|CO|81526|
DD FARMS LLC||403R-01021|Retail Marijuana Cultivation Facility|Approved|6397 State Highway 78|Pueblo CO  81005|Pueblo|Pueblo|CO|81005|
DEBEST CONSULTING LLC|SUPER FARM|403R-00349|Retail Marijuana Cultivation Facility|Approved|482 Laredo Street, Units A-O|Aurora CO  80011|Aurora|Arapahoe|CO|80011|
DEEPER ROOTS LLC||403R-01064|Retail Marijuana Cultivation Facility|Approved|8294 Maverick Lane Lot #24|Ordway CO  81063|Ordway|Crowley|CO|81063|
DEL MUNDO LLC|DEL MUNDO|403R-00991|Retail Marijuana Cultivation Facility|Approved|5303 Vasquez Boulevard Suite101|Commerce City CO  80022|Commerce City|Adams|CO|80022|
DELANY & ASSOCIATES LLC|GOOD EARTH MEDS|402R-00247|Retail Marijuana Store|Approved|600 Cloman Boulevard, Suite 1 & 2|Pagosa Springs CO  81147|Pagosa Springs|Archuleta|CO|81147|
DELANY & ASSOCIATES LLC|GOOD EARTH MEDS|403R-00328|Retail Marijuana Cultivation Facility|Approved|600 Cloman Boulevard, #5, 6, 7, 8|Pagosa Springs CO  81147|Pagosa Springs|Archuleta|CO|81147|
DELILAH LLC|DELILAH LLC|402R-00182|Retail Marijuana Store|Approved|115 West Colorado Avenue|Telluride CO  81435|Telluride|San Miguel|CO|81435|
DELTA-9 DELIGHTS LLC|REEFER MADNESS|402-00409|Center - Type 1|Approved|4401 East 46th Avenue Suite B|Denver CO  80216|Denver|Denver|CO|80216|
DELTA-9 DELIGHTS LLC|REEFER MADNESS|402R-00104|Retail Marijuana Store|Approved|4401 East 46th Avenue Unit  B|Denver CO  80216|Denver|Denver|CO|80216|
DELTA-9 DELIGHTS LLC|REEFER MADNESS|403R-00135|Retail Marijuana Cultivation Facility|Approved|4425 East 46th Avenue Unit A|Denver CO  80216|Denver|Denver|CO|80216|
DELTA-9 DELIGHTS LLC|REEFER MADNESS|403-01584|Optional Premises|Approved|4425 East 46th Avenue Unit A|Denver CO  80216|Denver|Denver|CO|80216|
DENCO LLC||403-00281|Optional Premises|Approved|5155 East 46th Avenue|Denver CO  80216|Denver|Denver|CO|80216|
DENCO LLC| |402-00870|Center - Type 1|Approved|5155 East 46th Avenue|Denver CO  80216|Denver|Denver|CO|80216|
DENCO LLC||403-01355|Optional Premises|Approved|4300 East 51st Avenue|Denver CO  80216|Denver|Denver|CO|80216|
DENCO LLC||402R-00060|Retail Marijuana Store|Approved|3480 Park Avenue West, Unit B|Denver CO  80216|Denver|Denver|CO|80216|
DENCO LLC||403R-00076|Retail Marijuana Cultivation Facility|Approved|5155 East 46th Avenue|Denver CO  80216|Denver|Denver|CO|80216|
DENCO LLC||403R-00077|Retail Marijuana Cultivation Facility|Approved|4300 East 51st Avenue|Denver CO  80216|Denver|Denver|CO|80216|
DENCO LLC||402R-00345|Retail Marijuana Store|Approved|5155 East 46th Avenue|Denver CO  80216|Denver|Denver|CO|80216|
DENCO LLC||402-00857|Center - Type 1|Approved|3480 Park Avenue West, Unit B|Denver CO  80216|Denver|Denver|CO|80216|
DENVER DISPENSARY LLC|DENVER DISPENSARY|402-00827|Center - Type 1|Approved|4975 North Vasquez Boulevard|Denver CO  80216|Denver|Denver|CO|80216|
DENVER DISPENSARY LLC|DENVER DISPENSARY|402R-00084|Retail Marijuana Store|Approved|4975 North asquez Boulevard|Denver CO  80216|Denver|Denver|CO|80216|
DENVER DISPENSARY LLC|DENVER DISPENSARY|403R-00105|Retail Marijuana Cultivation Facility|Approved|4975 Vasquez Boulevard|Denver CO  80216|Denver|Denver|CO|80216|
DENVER DISPENSARY LLC|DENVER DISPENSARY|403-01262|Optional Premises|Approved|4975 North Vasquez Boulevard|Denver CO  80216|Denver|Denver|CO|80216|
DENVER PACKAGING COMPANY||404-00362|Infused Product Manufacturer|Approved|5100 Cook Street|Denver CO  80216|Denver|Denver|CO|80216|
DENVER PACKAGING COMPANY||404R-00175|Retail Marijuana Products Mfg|Approved|5100 North Cook Street|Denver CO  80216|Denver|Denver|CO|80216|
DENVER PATIENTS GROUP LLC|LIVWELL|403-00009|Optional Premises|Approved|5141 Franklin Street|Denver CO  80216|Denver|Denver|CO|80216|
DENVER PATIENTS GROUP LLC|LIVWELL|402R-00167|Retail Marijuana Store|Approved|2863 Larimer Street|Denver CO  80205|Denver|Denver|CO|80205|
DENVER PATIENTS GROUP LLC|LIVWELL|402-00998|Center - Type 1|Approved|2863 Larimer Street|Denver CO  80205|Denver|Denver|CO|80205|
DESSIMALS INC|LUCKY MONKEY BUDS|402R-00476|Retail Marijuana Store|Approved|137 West Cedar Street|Trinidad CO  81082|Trinidad|Las Animas|CO|81082|
DESSIMALS INC|LUCKY MONKEY BUDS|404R-00150|Retail Marijuana Products Mfg|Approved|137 West Cedar Street|Trinidad CO  81082|Trinidad|Las Animas|CO|81082|
DESSIMALS INC|LUCKY MONKEY BUDS|403R-00565|Retail Marijuana Cultivation Facility|Approved|137 West Cedar Street|Trinidad CO  81082|Trinidad|Las Animas|CO|81082|
DGS INC|THE KIND ROOM|402-00498|Center - Type 1|Approved|1881 South Broadway |Denver CO  80210|Denver|Denver|CO|80210|
DGS INC|THE KIND BLOOM|403-00736|Optional Premises|Approved|1870 South Acoma Street|Denver CO  80223|Denver|Denver|CO|80223|
